dispositivo_id,usuario_id,tipo_dispositivo,sistema_operativo,version_app,fecha_registro_dispositivo
D01480,U00900,Smart TV,Roku OS,6.9,2025-06-26
D01481,U00900,Consola,PlayStation,7.1,2025-05-06
D01482,U00901,Computador,Linux,6.8,2024-10-24
D01483,U00901,Tablet,Android,7.0,2025-06-29
D01484,U00901,Smart TV,webOS,7.1,2025-09-06
D01485,U00902,Smart TV,Tizen,7.0,2024-12-15
D01486,U00902,Computador,Linux,7.1,2024-10-18
D01487,U00903,Tablet,iPadOS,7.1,2025-02-08
D01488,U00904,Computador,macOS,7.0,2024-12-23
D01489,U00905,Móvil,iOS,7.1,2024-11-01
D01490,U00905,Smart TV,Android TV,7.2,2025-05-22
D01491,U00906,Computador,macOS,6.8,2024-09-12
D01492,U00906,Smart TV,Roku OS,6.9,2025-01-13
D01493,U00907,Consola,Xbox,7.2,2025-04-24
D01494,U00907,Móvil,Android,7.0,2025-09-04
D01495,U00908,Consola,PlayStation,7.0,2025-10-15
D01496,U00908,Tablet,iPadOS,6.9,2025-07-07
D01497,U00909,Smart TV,Tizen,7.0,2025-11-20
D01498,U00910,Computador,macOS,7.2,2024-12-11
D01499,U00911,Computador,macOS,7.2,2025-08-12
D01500,U00912,Consola,PlayStation,7.2,2025-08-20
D01501,U00912,Móvil,Android,6.9,2025-09-09
D01502,U00913,Computador,macOS,7.1,2025-11-19
D01503,U00913,Móvil,Android,7.0,2025-07-10
D01504,U00914,Smart TV,Android TV,6.9,2024-05-10
D01505,U00914,Móvil,Android,7.2,2024-10-20
D01506,U00914,Computador,Windows,7.2,2024-11-10
D01507,U00915,Móvil,Android,7.2,2025-04-28
D01508,U00915,Tablet,iPadOS,7.2,2025-05-11
D01509,U00916,Smart TV,webOS,7.1,2025-05-18
D01510,U00916,Computador,Windows,6.8,2025-01-02
D01511,U00917,Móvil,Android,7.2,2025-05-24
D01512,U00917,Computador,Linux,6.8,2025-02-26
D01513,U00917,Tablet,iPadOS,7.2,2025-11-16
D01514,U00918,Computador,macOS,6.8,2024-02-01
D01515,U00919,Móvil,iOS,7.2,2025-11-21
D01516,U00920,Computador,Windows,7.0,2025-10-11
D01517,U00920,Smart TV,Android TV,7.0,2025-10-27
D01518,U00921,Smart TV,webOS,7.0,2025-11-21
D01519,U00921,Computador,Linux,7.0,2025-03-14
D01520,U00922,Móvil,iOS,6.9,2025-11-20
D01521,U00922,Smart TV,Tizen,7.1,2025-11-13
D01522,U00923,Tablet,Android,7.2,2024-08-15
D01523,U00924,Computador,Windows,7.2,2025-09-03
D01524,U00925,Computador,macOS,6.8,2023-03-06
D01525,U00925,Móvil,Android,7.2,2023-04-23
D01526,U00926,Computador,macOS,7.1,2024-06-10
D01527,U00927,Smart TV,Tizen,6.9,2025-05-17
D01528,U00928,Smart TV,webOS,6.9,2025-06-16
D01529,U00928,Computador,macOS,7.1,2025-10-19
D01530,U00929,Tablet,iPadOS,7.0,2025-08-01
D01531,U00930,Móvil,iOS,6.8,2025-09-29
D01532,U00930,Tablet,Android,7.1,2024-12-04
D01533,U00930,Consola,Xbox,7.2,2025-10-06
D01534,U00931,Smart TV,Android TV,6.8,2024-11-19
D01535,U00931,Tablet,Android,6.9,2024-11-15
D01536,U00932,Móvil,Android,7.2,2023-09-07
D01537,U00932,Smart TV,webOS,7.1,2024-06-18
D01538,U00932,Computador,Linux,6.9,2023-07-18
D01539,U00933,Smart TV,Tizen,7.2,2024-11-30
D01540,U00933,Móvil,iOS,7.1,2024-08-02
D01541,U00934,Móvil,Android,7.1,2025-11-22
D01542,U00935,Computador,macOS,7.0,2024-10-19
D01543,U00936,Tablet,Android,7.0,2024-05-15
D01544,U00936,Móvil,Android,6.9,2024-12-12
D01545,U00937,Computador,macOS,7.1,2025-10-24
D01546,U00937,Smart TV,webOS,7.0,2025-10-12
D01547,U00938,Smart TV,webOS,7.0,2025-03-17
D01548,U00938,Móvil,Android,6.9,2024-09-11
D01549,U00939,Smart TV,Tizen,6.8,2025-02-12
D01550,U00940,Smart TV,Roku OS,7.1,2024-09-26
D01551,U00940,Consola,Xbox,7.0,2023-07-26
D01552,U00941,Computador,Windows,6.8,2025-02-09
D01553,U00941,Móvil,Android,7.1,2025-09-23
D01554,U00942,Móvil,iOS,7.2,2025-03-12
D01555,U00942,Smart TV,Roku OS,7.2,2025-08-31
D01556,U00942,Tablet,iPadOS,6.9,2024-10-31
D01557,U00943,Computador,macOS,7.2,2025-09-01
D01558,U00943,Smart TV,Roku OS,7.1,2025-10-15
D01559,U00944,Móvil,iOS,7.1,2025-11-03
D01560,U00944,Consola,PlayStation,7.1,2025-07-18
D01561,U00945,Tablet,iPadOS,7.2,2025-07-20
D01562,U00945,Móvil,Android,7.2,2025-09-15
D01563,U00946,Computador,macOS,7.2,2024-11-26
D01564,U00947,Smart TV,Tizen,7.0,2025-03-31
D01565,U00947,Tablet,Android,7.2,2025-11-14
D01566,U00948,Móvil,iOS,7.1,2025-05-25
D01567,U00948,Tablet,iPadOS,7.0,2025-01-11
D01568,U00948,Computador,Windows,7.1,2024-12-18
D01569,U00949,Tablet,iPadOS,7.1,2025-11-06
D01570,U00949,Computador,Linux,7.0,2025-11-21
D01571,U00950,Móvil,iOS,6.8,2024-10-11
D01572,U00950,Smart TV,Tizen,7.1,2025-07-22
D01573,U00951,Smart TV,Android TV,6.8,2025-08-26
D01574,U00951,Computador,Linux,7.2,2025-06-18
D01575,U00952,Tablet,Android,7.2,2025-11-18
D01576,U00953,Computador,macOS,6.9,2024-09-10
D01577,U00954,Computador,Windows,7.2,2025-07-25
D01578,U00955,Móvil,Android,6.9,2025-09-06
D01579,U00956,Computador,macOS,7.2,2025-07-02
D01580,U00957,Computador,Windows,7.1,2025-09-13
D01581,U00957,Móvil,Android,7.2,2025-06-10
D01582,U00958,Smart TV,Roku OS,7.1,2025-11-26
D01583,U00958,Tablet,Android,6.9,2025-11-23
D01584,U00959,Computador,macOS,7.1,2024-08-23
D01585,U00959,Smart TV,Tizen,7.0,2025-04-20
D01586,U00959,Tablet,Android,7.2,2025-04-23
D01587,U00960,Tablet,Android,7.2,2025-11-14
D01588,U00960,Móvil,Android,7.1,2025-08-14
D01589,U00961,Smart TV,webOS,7.0,2024-07-04
D01590,U00961,Móvil,Android,7.0,2024-01-28
D01591,U00962,Smart TV,Android TV,6.9,2024-03-16
D01592,U00962,Móvil,iOS,7.2,2025-10-09
D01593,U00962,Tablet,iPadOS,7.1,2025-07-08
D01594,U00963,Tablet,Android,7.0,2025-01-01
D01595,U00963,Computador,Windows,7.0,2025-01-24
D01596,U00964,Smart TV,Roku OS,7.1,2024-02-23
D01597,U00965,Computador,Windows,6.9,2024-11-18
D01598,U00966,Tablet,Android,7.0,2025-11-28
D01599,U00966,Computador,Linux,7.1,2025-04-15
D01600,U00967,Smart TV,Android TV,6.9,2025-06-22
D01601,U00968,Smart TV,webOS,7.2,2025-08-22
D01602,U00968,Móvil,Android,7.2,2025-07-14
D01603,U00969,Móvil,Android,7.2,2024-09-04
D01604,U00969,Computador,Linux,7.2,2024-10-14
D01605,U00970,Computador,Windows,6.9,2025-07-02
D01606,U00970,Móvil,iOS,7.1,2025-08-15
D01607,U00971,Smart TV,webOS,7.1,2025-10-20
D01608,U00971,Tablet,Android,7.2,2025-01-25
D01609,U00971,Móvil,Android,7.1,2025-05-27
D01610,U00972,Móvil,Android,6.8,2025-11-08
D01611,U00973,Smart TV,Roku OS,7.1,2024-01-21
D01612,U00973,Consola,Xbox,7.2,2025-11-07
D01613,U00973,Móvil,iOS,6.9,2023-08-27
D01614,U00974,Tablet,Android,7.0,2024-02-18
D01615,U00974,Smart TV,Roku OS,7.1,2024-10-17
D01616,U00975,Tablet,Android,7.1,2025-05-10
D01617,U00975,Móvil,iOS,7.2,2025-05-28
D01618,U00975,Computador,macOS,7.1,2025-03-30
D01619,U00976,Móvil,Android,6.9,2024-01-25
D01620,U00977,Smart TV,Roku OS,7.1,2025-03-01
D01621,U00978,Smart TV,Roku OS,7.1,2025-01-30
D01622,U00978,Tablet,Android,7.2,2024-11-26
D01623,U00978,Móvil,Android,7.2,2024-02-18
D01624,U00979,Tablet,iPadOS,7.2,2025-11-03
D01625,U00980,Tablet,iPadOS,7.2,2023-08-13
D01626,U00981,Computador,macOS,7.2,2025-11-27
D01627,U00982,Computador,Linux,7.1,2025-10-01
D01628,U00982,Consola,Xbox,6.9,2025-10-01
D01629,U00983,Computador,Linux,7.0,2025-02-21
D01630,U00983,Tablet,Android,7.1,2025-03-04
D01631,U00984,Móvil,iOS,7.2,2025-07-28
D01632,U00985,Móvil,iOS,7.2,2024-12-30
D01633,U00985,Smart TV,webOS,7.0,2025-03-03
D01634,U00986,Computador,Linux,7.2,2025-01-08
D01635,U00986,Móvil,Android,7.1,2025-04-17
D01636,U00987,Computador,Linux,6.8,2023-08-31
D01637,U00987,Smart TV,Tizen,6.9,2024-06-14
D01638,U00987,Tablet,Android,7.2,2025-09-07
D01639,U00988,Computador,Linux,6.8,2025-06-12
D01640,U00988,Smart TV,Roku OS,7.0,2025-04-08
D01641,U00989,Tablet,Android,7.1,2025-08-08
D01642,U00990,Tablet,iPadOS,6.9,2025-11-27
D01643,U00990,Móvil,iOS,7.2,2025-10-31
D01644,U00991,Smart TV,Roku OS,7.2,2025-06-22
D01645,U00991,Móvil,Android,7.0,2025-05-26
D01646,U00992,Móvil,iOS,7.2,2024-02-26
D01647,U00993,Computador,macOS,7.1,2025-08-15
D01648,U00993,Smart TV,Android TV,7.0,2025-10-28
D01649,U00994,Tablet,Android,6.9,2024-09-18
D01650,U00994,Consola,Xbox,7.1,2025-07-25
D01651,U00994,Computador,macOS,6.9,2024-09-16
D01652,U00995,Móvil,iOS,7.1,2025-06-20
D01653,U00995,Computador,Linux,7.2,2025-01-25
D01654,U00996,Móvil,iOS,7.1,2024-11-03
D01655,U00997,Computador,Windows,7.2,2025-10-15
D01656,U00997,Móvil,Android,7.1,2025-10-23
D01657,U00998,Smart TV,Roku OS,7.1,2025-10-04
D01658,U00999,Computador,Linux,6.9,2025-07-29
D01659,U00999,Tablet,Android,7.1,2025-09-04
D01660,U00999,Móvil,Android,6.8,2024-06-12
D01661,U01000,Computador,Linux,7.2,2025-07-05
D01662,U01000,Smart TV,Android TV,6.9,2025-02-15
D01663,U01000,Móvil,Android,7.0,2025-01-12
D01664,U01001,Computador,Windows,7.1,2025-07-29
D01665,U01001,Móvil,Android,7.1,2025-08-02
D01666,U01002,Consola,PlayStation,7.1,2025-10-29
D01667,U01002,Smart TV,Android TV,7.0,2025-11-11
D01668,U01003,Tablet,Android,7.2,2024-01-02
D01669,U01004,Móvil,Android,7.1,2025-11-08
D01670,U01004,Computador,Linux,6.9,2024-04-20
D01671,U01005,Computador,Windows,7.1,2025-11-04
D01672,U01006,Smart TV,Android TV,7.1,2024-08-30
D01673,U01007,Computador,Windows,7.0,2025-05-12
D01674,U01008,Computador,Windows,6.9,2025-02-05
D01675,U01008,Tablet,iPadOS,6.9,2025-01-15
D01676,U01009,Computador,Linux,6.9,2024-02-27
D01677,U01010,Computador,macOS,6.9,2025-06-13
D01678,U01010,Smart TV,Roku OS,7.2,2025-08-29
D01679,U01011,Móvil,Android,7.1,2025-05-21
D01680,U01011,Tablet,Android,7.0,2024-11-12
D01681,U01012,Computador,Windows,7.2,2025-10-05
D01682,U01013,Móvil,Android,7.2,2025-07-17
D01683,U01013,Smart TV,Tizen,7.2,2025-06-02
D01684,U01013,Computador,macOS,7.2,2025-09-11
D01685,U01014,Móvil,Android,7.2,2023-08-26
D01686,U01015,Consola,PlayStation,7.1,2024-06-13
D01687,U01016,Tablet,Android,7.1,2025-07-21
D01688,U01016,Móvil,iOS,7.2,2025-08-13
D01689,U01016,Computador,Windows,7.2,2025-10-13
D01690,U01017,Móvil,Android,7.2,2025-07-14
D01691,U01017,Computador,Linux,7.2,2024-10-25
D01692,U01018,Móvil,iOS,7.0,2025-11-18
D01693,U01019,Smart TV,Tizen,7.1,2025-11-02
D01694,U01020,Móvil,Android,7.2,2023-05-07
D01695,U01020,Tablet,iPadOS,7.2,2023-08-17
D01696,U01020,Computador,Linux,6.8,2023-08-08
D01697,U01021,Móvil,iOS,7.2,2024-07-17
D01698,U01022,Móvil,iOS,7.1,2025-08-01
D01699,U01023,Móvil,Android,6.8,2025-11-14
D01700,U01024,Smart TV,Roku OS,7.2,2024-10-05
D01701,U01024,Móvil,iOS,7.2,2025-01-02
D01702,U01025,Tablet,iPadOS,7.1,2025-07-20
D01703,U01025,Smart TV,webOS,7.1,2025-01-13
D01704,U01026,Tablet,Android,6.9,2025-11-27
D01705,U01026,Móvil,Android,7.1,2025-09-14
D01706,U01027,Smart TV,Android TV,7.2,2025-06-10
D01707,U01028,Computador,Linux,7.1,2025-04-04
D01708,U01028,Consola,Xbox,7.0,2024-09-10
D01709,U01029,Computador,Windows,7.1,2024-06-24
D01710,U01029,Smart TV,Tizen,7.2,2025-04-19
D01711,U01029,Móvil,Android,7.2,2024-03-12
D01712,U01030,Smart TV,Tizen,7.0,2024-03-14
D01713,U01031,Móvil,iOS,7.1,2025-05-23
D01714,U01032,Móvil,iOS,7.1,2025-09-11
D01715,U01032,Smart TV,webOS,6.8,2025-06-14
D01716,U01033,Smart TV,Android TV,7.2,2025-10-31
D01717,U01033,Computador,Linux,7.1,2025-08-22
D01718,U01034,Móvil,iOS,7.2,2025-08-10
D01719,U01035,Consola,PlayStation,7.1,2025-08-13
D01720,U01036,Smart TV,Roku OS,7.0,2025-11-10
D01721,U01036,Móvil,iOS,6.8,2025-11-28
D01722,U01037,Computador,macOS,7.2,2025-10-22
D01723,U01038,Móvil,iOS,7.1,2024-01-05
D01724,U01039,Computador,macOS,7.1,2023-10-11
D01725,U01040,Smart TV,webOS,6.8,2024-10-26
D01726,U01040,Consola,PlayStation,7.1,2025-10-04
D01727,U01040,Móvil,iOS,7.0,2025-02-19
D01728,U01041,Smart TV,Roku OS,7.2,2023-11-30
D01729,U01041,Móvil,iOS,7.1,2025-01-13
D01730,U01042,Smart TV,Roku OS,7.0,2025-11-24
D01731,U01043,Móvil,iOS,7.0,2024-01-27
D01732,U01044,Computador,macOS,7.2,2025-10-25
D01733,U01045,Móvil,Android,7.2,2024-07-22
D01734,U01046,Computador,macOS,7.0,2025-11-27
D01735,U01046,Smart TV,Tizen,7.2,2025-11-21
D01736,U01047,Móvil,Android,7.1,2024-10-22
D01737,U01047,Computador,macOS,7.2,2024-11-24
D01738,U01047,Tablet,iPadOS,6.9,2025-05-24
D01739,U01048,Smart TV,Roku OS,7.1,2024-05-21
D01740,U01048,Tablet,iPadOS,7.0,2024-01-25
D01741,U01048,Móvil,iOS,7.1,2025-03-28
D01742,U01049,Tablet,Android,6.9,2025-04-19
D01743,U01049,Móvil,iOS,6.9,2024-04-11
D01744,U01049,Smart TV,Tizen,7.2,2024-09-18
D01745,U01050,Móvil,iOS,7.1,2025-09-15
D01746,U01050,Smart TV,Android TV,7.1,2025-04-22
D01747,U01050,Tablet,Android,6.9,2025-07-27
D01748,U01051,Móvil,Android,7.2,2025-11-12
D01749,U01051,Smart TV,Tizen,7.2,2025-11-01
D01750,U01051,Tablet,Android,7.0,2025-11-03
D01751,U01052,Tablet,iPadOS,7.1,2024-02-18
D01752,U01053,Smart TV,Android TV,6.9,2025-09-28
D01753,U01053,Computador,Linux,6.9,2025-10-22
D01754,U01053,Móvil,Android,7.2,2025-10-29
D01755,U01054,Computador,Linux,7.1,2025-11-21
D01756,U01055,Tablet,Android,6.8,2025-08-04
D01757,U01055,Móvil,Android,7.1,2025-11-24
D01758,U01056,Smart TV,webOS,7.0,2025-08-05
D01759,U01056,Computador,Linux,7.2,2024-06-19
D01760,U01056,Tablet,iPadOS,7.2,2024-07-18
D01761,U01057,Smart TV,Roku OS,7.1,2024-12-29
D01762,U01058,Móvil,Android,7.1,2024-04-16
D01763,U01059,Smart TV,Roku OS,7.2,2024-02-22
D01764,U01060,Móvil,iOS,7.0,2024-01-07
D01765,U01060,Tablet,iPadOS,6.8,2024-02-25
D01766,U01061,Tablet,Android,7.0,2025-05-04
D01767,U01062,Tablet,Android,7.1,2023-08-29
D01768,U01063,Móvil,iOS,6.9,2025-09-29
D01769,U01063,Smart TV,webOS,7.2,2025-10-31
D01770,U01064,Tablet,Android,7.1,2024-11-23
D01771,U01065,Computador,macOS,7.0,2024-12-24
D01772,U01065,Smart TV,Roku OS,7.2,2025-04-07
D01773,U01065,Tablet,Android,6.9,2025-05-26
D01774,U01066,Móvil,iOS,7.2,2025-08-15
D01775,U01067,Móvil,Android,7.1,2024-04-26
D01776,U01067,Smart TV,Tizen,7.2,2024-09-19
D01777,U01068,Móvil,Android,7.1,2023-05-12
D01778,U01069,Tablet,iPadOS,7.1,2025-06-08
D01779,U01070,Computador,Linux,7.1,2025-11-27
D01780,U01071,Móvil,iOS,7.0,2025-08-24
D01781,U01072,Tablet,Android,7.0,2025-01-17
D01782,U01072,Móvil,iOS,7.1,2024-06-08
D01783,U01073,Móvil,iOS,7.0,2025-03-29
D01784,U01073,Smart TV,Roku OS,7.2,2025-03-29
D01785,U01074,Móvil,iOS,6.9,2025-06-16
D01786,U01074,Smart TV,Android TV,7.2,2025-06-09
D01787,U01075,Smart TV,Tizen,7.0,2024-12-15
D01788,U01076,Computador,macOS,7.2,2024-09-15
D01789,U01076,Tablet,iPadOS,7.2,2025-03-29
D01790,U01077,Computador,macOS,6.9,2025-09-27
D01791,U01077,Smart TV,Android TV,7.1,2024-12-01
D01792,U01078,Smart TV,Tizen,7.1,2025-11-13
D01793,U01078,Móvil,Android,7.1,2024-11-14
D01794,U01079,Smart TV,webOS,7.0,2025-08-29
D01795,U01079,Computador,Linux,7.2,2025-11-03
D01796,U01080,Móvil,Android,7.2,2024-08-21
D01797,U01081,Móvil,Android,7.2,2025-04-27
D01798,U01082,Computador,Linux,7.2,2023-12-16
D01799,U01083,Smart TV,webOS,7.1,2025-11-02
D01800,U01084,Smart TV,Tizen,7.1,2025-11-26
D01801,U01084,Consola,Xbox,6.9,2025-11-10
D01802,U01084,Móvil,Android,7.2,2025-11-30
D01803,U01085,Móvil,Android,7.2,2025-10-01
D01804,U01086,Móvil,iOS,7.0,2023-08-29
D01805,U01087,Móvil,iOS,7.0,2025-03-28
D01806,U01087,Smart TV,webOS,7.2,2024-04-17
D01807,U01088,Smart TV,Android TV,6.9,2025-10-21
D01808,U01089,Computador,Windows,7.0,2025-01-04
D01809,U01089,Consola,Xbox,7.2,2025-04-23
D01810,U01090,Móvil,Android,7.2,2023-07-03
D01811,U01091,Smart TV,Roku OS,7.0,2024-01-28
D01812,U01091,Computador,Windows,6.9,2024-08-21
D01813,U01092,Móvil,iOS,7.2,2024-11-17
D01814,U01092,Computador,Linux,7.1,2024-12-07
D01815,U01092,Tablet,Android,7.2,2025-01-30
D01816,U01093,Móvil,iOS,7.0,2025-10-31
D01817,U01093,Smart TV,webOS,7.2,2025-08-22
D01818,U01094,Móvil,iOS,7.2,2025-07-16
D01819,U01094,Tablet,iPadOS,7.1,2025-01-22
D01820,U01095,Móvil,iOS,7.1,2024-08-25
D01821,U01096,Móvil,Android,7.2,2025-10-24
D01822,U01097,Smart TV,webOS,7.0,2025-07-08
D01823,U01097,Computador,macOS,6.9,2025-10-29
D01824,U01097,Móvil,iOS,7.1,2025-08-11
D01825,U01098,Móvil,iOS,7.1,2024-10-08
D01826,U01099,Móvil,iOS,6.8,2023-12-05
D01827,U01100,Smart TV,Android TV,7.0,2025-06-25
D01828,U01101,Móvil,iOS,7.2,2025-10-02
D01829,U01101,Tablet,iPadOS,7.2,2025-10-30
D01830,U01101,Smart TV,webOS,7.1,2025-10-28
D01831,U01102,Smart TV,Tizen,7.0,2025-07-20
D01832,U01102,Tablet,iPadOS,7.1,2024-04-04
D01833,U01103,Tablet,iPadOS,7.1,2025-07-05
D01834,U01104,Móvil,iOS,7.0,2023-09-27
D01835,U01104,Computador,macOS,7.2,2025-06-29
D01836,U01105,Móvil,Android,6.9,2025-11-10
D01837,U01106,Tablet,iPadOS,7.2,2024-11-20
D01838,U01106,Computador,Linux,7.2,2025-06-07
D01839,U01106,Móvil,iOS,7.1,2025-06-17
D01840,U01107,Smart TV,webOS,6.9,2025-10-04
D01841,U01107,Computador,macOS,6.9,2025-10-26
D01842,U01107,Móvil,iOS,7.0,2025-08-31
D01843,U01108,Computador,macOS,7.1,2024-07-04
D01844,U01108,Móvil,Android,7.1,2023-10-06
D01845,U01109,Computador,Windows,7.1,2025-09-21
D01846,U01109,Móvil,Android,7.1,2025-09-13
D01847,U01110,Móvil,iOS,7.1,2025-05-22
D01848,U01111,Computador,Linux,7.0,2025-05-24
D01849,U01111,Smart TV,Android TV,7.0,2025-10-08
D01850,U01112,Computador,macOS,7.1,2024-07-14
D01851,U01113,Móvil,iOS,6.8,2025-06-10
D01852,U01113,Computador,Windows,7.2,2025-11-10
D01853,U01114,Móvil,Android,7.0,2024-03-31
D01854,U01114,Smart TV,Android TV,7.0,2025-07-16
D01855,U01115,Móvil,Android,7.0,2025-02-04
D01856,U01115,Tablet,Android,7.0,2025-10-08
D01857,U01116,Móvil,iOS,7.0,2025-08-04
D01858,U01116,Smart TV,Tizen,7.1,2024-12-17
D01859,U01117,Smart TV,webOS,7.2,2024-08-15
D01860,U01117,Móvil,Android,7.0,2025-06-28
D01861,U01118,Consola,PlayStation,7.1,2025-11-19
D01862,U01119,Móvil,Android,7.0,2024-06-05
D01863,U01119,Smart TV,Android TV,7.2,2024-06-07
D01864,U01119,Tablet,iPadOS,7.2,2024-10-17
D01865,U01120,Computador,Linux,7.1,2025-08-18
D01866,U01121,Smart TV,Roku OS,7.2,2025-07-07
D01867,U01122,Smart TV,Tizen,7.2,2024-12-07
D01868,U01122,Computador,Linux,7.2,2024-12-26
D01869,U01122,Móvil,Android,6.9,2024-10-26
D01870,U01123,Computador,macOS,7.1,2025-10-14
D01871,U01124,Móvil,Android,6.9,2025-03-31
D01872,U01125,Tablet,iPadOS,7.1,2023-10-15
D01873,U01125,Móvil,Android,6.8,2024-03-06
D01874,U01126,Tablet,iPadOS,7.1,2024-05-16
D01875,U01127,Computador,macOS,7.1,2025-11-28
D01876,U01127,Smart TV,webOS,7.0,2025-08-20
D01877,U01128,Smart TV,Android TV,7.2,2025-10-13
D01878,U01129,Smart TV,Roku OS,7.2,2025-03-10
D01879,U01130,Smart TV,Android TV,7.1,2024-04-01
D01880,U01131,Móvil,iOS,6.9,2025-08-15
D01881,U01132,Móvil,Android,7.2,2025-07-07
D01882,U01132,Smart TV,Roku OS,7.2,2025-11-11
D01883,U01132,Computador,Linux,7.2,2025-09-13
D01884,U01133,Smart TV,Tizen,7.2,2025-11-26
D01885,U01133,Tablet,iPadOS,7.1,2024-12-26
D01886,U01134,Tablet,Android,7.0,2025-07-22
D01887,U01134,Móvil,Android,7.0,2025-07-01
D01888,U01134,Computador,macOS,7.2,2025-04-05
D01889,U01135,Smart TV,Android TV,7.1,2024-11-21
D01890,U01136,Computador,Windows,7.0,2024-08-25
D01891,U01137,Computador,macOS,7.2,2025-07-15
D01892,U01138,Smart TV,webOS,6.9,2024-12-20
D01893,U01138,Computador,macOS,7.2,2024-12-14
D01894,U01139,Computador,macOS,7.0,2025-11-08
D01895,U01140,Smart TV,webOS,6.8,2025-07-15
D01896,U01141,Móvil,iOS,6.9,2025-08-20
D01897,U01141,Smart TV,Tizen,7.0,2024-02-24
D01898,U01141,Computador,Linux,7.2,2025-02-19
D01899,U01142,Smart TV,Roku OS,6.9,2024-11-22
D01900,U01142,Móvil,iOS,7.1,2025-02-04
D01901,U01143,Computador,Windows,7.1,2025-10-22
D01902,U01144,Móvil,iOS,6.8,2023-08-02
D01903,U01144,Computador,Windows,7.1,2024-07-05
D01904,U01145,Computador,macOS,7.1,2025-01-13
D01905,U01145,Tablet,Android,7.2,2025-10-09
D01906,U01146,Móvil,Android,7.2,2025-02-21
D01907,U01147,Tablet,iPadOS,7.0,2025-08-24
D01908,U01148,Smart TV,Tizen,7.1,2025-10-18
D01909,U01149,Computador,Windows,7.2,2025-05-12
D01910,U01149,Smart TV,Android TV,7.2,2024-07-07
D01911,U01150,Móvil,Android,7.0,2024-06-30
D01912,U01151,Móvil,Android,7.2,2025-09-07
D01913,U01151,Smart TV,Android TV,7.1,2025-10-14
D01914,U01152,Móvil,Android,7.0,2025-08-02
D01915,U01152,Smart TV,Tizen,7.1,2024-12-04
D01916,U01153,Smart TV,Roku OS,7.2,2024-09-27
D01917,U01153,Computador,Windows,6.9,2024-10-27
D01918,U01153,Tablet,Android,7.2,2024-01-01
D01919,U01154,Smart TV,Roku OS,7.2,2024-06-17
D01920,U01155,Móvil,Android,7.2,2025-09-27
D01921,U01155,Smart TV,Roku OS,7.0,2025-06-27
D01922,U01156,Móvil,iOS,7.0,2023-10-01
D01923,U01157,Computador,Windows,7.1,2024-08-15
D01924,U01157,Tablet,Android,7.0,2024-09-05
D01925,U01158,Computador,Linux,7.1,2024-08-07
D01926,U01159,Tablet,Android,6.9,2025-10-17
D01927,U01159,Smart TV,webOS,7.1,2025-10-25
D01928,U01160,Móvil,Android,7.1,2025-03-22
D01929,U01160,Computador,Windows,7.2,2025-10-02
D01930,U01161,Smart TV,Roku OS,6.9,2024-12-19
D01931,U01162,Smart TV,Tizen,7.0,2025-11-25
D01932,U01162,Móvil,iOS,7.0,2025-11-25
D01933,U01162,Tablet,Android,7.2,2025-11-26
D01934,U01163,Computador,macOS,7.0,2025-11-19
D01935,U01163,Móvil,iOS,7.2,2024-11-13
D01936,U01164,Tablet,iPadOS,6.8,2025-02-11
D01937,U01164,Móvil,Android,7.0,2025-06-04
D01938,U01165,Tablet,Android,7.1,2025-05-10
D01939,U01165,Smart TV,webOS,6.9,2025-07-22
D01940,U01166,Smart TV,Tizen,7.0,2024-08-16
D01941,U01167,Smart TV,Tizen,7.2,2023-11-18
D01942,U01168,Móvil,Android,7.1,2024-12-08
D01943,U01168,Tablet,Android,7.1,2025-11-29
D01944,U01169,Computador,Linux,7.2,2025-08-13
D01945,U01169,Smart TV,Android TV,7.1,2025-06-17
D01946,U01170,Smart TV,webOS,7.2,2024-07-16
D01947,U01170,Móvil,iOS,7.1,2024-11-19
D01948,U01171,Computador,macOS,6.8,2025-03-21
D01949,U01172,Móvil,iOS,7.2,2025-09-09
D01950,U01172,Tablet,Android,7.2,2025-04-23
D01951,U01173,Smart TV,Roku OS,7.2,2025-03-20
D01952,U01173,Móvil,iOS,7.0,2025-10-15
D01953,U01174,Móvil,iOS,7.1,2024-12-16
D01954,U01174,Smart TV,Android TV,7.1,2025-04-24
D01955,U01175,Smart TV,Tizen,7.1,2024-08-02
D01956,U01175,Computador,Linux,7.1,2024-10-29
D01957,U01176,Móvil,iOS,7.1,2024-04-09
D01958,U01176,Smart TV,Tizen,7.0,2025-08-25
D01959,U01177,Móvil,iOS,7.2,2025-06-11
D01960,U01178,Smart TV,Roku OS,7.2,2025-02-08
D01961,U01179,Consola,Xbox,7.1,2025-08-14
D01962,U01180,Computador,macOS,7.2,2024-12-08
D01963,U01180,Móvil,iOS,6.9,2025-02-03
D01964,U01181,Móvil,Android,7.0,2025-09-19
D01965,U01181,Consola,Xbox,7.1,2025-11-29
D01966,U01182,Smart TV,webOS,7.0,2024-04-17
D01967,U01182,Móvil,iOS,7.1,2025-04-13
D01968,U01182,Tablet,Android,6.9,2025-10-30
D01969,U01183,Móvil,iOS,7.2,2025-10-22
D01970,U01184,Computador,macOS,6.9,2025-08-24
D01971,U01184,Móvil,Android,7.2,2025-03-18
D01972,U01185,Computador,Windows,7.1,2024-12-23
D01973,U01185,Smart TV,Android TV,7.2,2025-07-23
