interaccion_id,usuario_id,contenido_id,fecha_hora,tipo_interaccion,canal,origen_interfaz
I005783,U00580,C0304,2025-11-07 13:44:09,Me gusta,App,Recomendados
I005784,U00580,C0164,2025-12-07 11:40:01,Descarga,Web,Búsqueda
I005785,U00580,C0163,2025-05-09 02:27:07,Compartir,Web,Continuar viendo
I005786,U00580,C0361,2025-05-28 14:45:11,Agregar a mi lista,App,Búsqueda
I005787,U00253,C0305,2025-05-15 23:58:21,No me gusta,App,Inicio
I005788,U00253,C0339,2025-10-07 22:22:03,Me gusta,App,Continuar viendo
I005789,U00253,C0269,2025-06-15 15:08:39,Clic recomendación,App,Recomendados
I005790,U00253,C0280,2025-06-23 00:26:49,Compartir,App,Búsqueda
I005791,U00641,C0416,2025-09-09 14:23:36,Me gusta,App,Recomendados
I005792,U00641,C0066,2025-11-06 20:02:58,Agregar a mi lista,App,Tendencias
I005793,U00641,C0112,2025-04-05 12:10:23,Clic recomendación,App,Tendencias
I005794,U00641,C0418,2025-01-18 14:36:24,Clic recomendación,App,Recomendados
I005795,U00641,C0059,2025-04-19 00:34:15,Agregar a mi lista,App,Recomendados
I005796,U00398,C0034,2025-02-09 22:53:44,Me gusta,Web,Búsqueda
I005797,U00398,C0077,2025-03-31 19:39:53,Agregar a mi lista,Web,Recomendados
I005798,U00398,C0381,2025-10-16 20:48:47,Agregar a mi lista,Web,Recomendados
I005799,U00696,C0160,2025-03-28 04:05:24,Descarga,Web,Búsqueda
I005800,U00696,C0370,2025-10-13 20:41:38,Me gusta,App,Búsqueda
I005801,U00696,C0050,2025-12-25 13:41:09,Clic recomendación,Web,Recomendados
I005802,U00735,C0307,2025-05-16 22:42:24,Agregar a mi lista,App,Continuar viendo
I005803,U00735,C0142,2025-12-02 19:24:23,Descarga,App,Búsqueda
I005804,U00735,C0167,2025-12-24 18:04:10,Clic recomendación,Web,Inicio
I005805,U00735,C0180,2025-09-16 20:57:21,Me gusta,App,Búsqueda
I005806,U00735,C0368,2025-10-24 22:23:33,Me gusta,Web,Recomendados
I005807,U00735,C0373,2025-08-26 19:14:27,Descarga,App,Continuar viendo
I005808,U00258,C0192,2025-01-14 23:44:13,Agregar a mi lista,App,Tendencias
I005809,U00258,C0009,2025-06-13 21:47:46,Clic recomendación,Web,Recomendados
I005810,U00258,C0246,2025-06-03 00:23:39,Me gusta,Web,Recomendados
I005811,U00258,C0358,2025-09-30 23:40:19,Clic recomendación,App,Recomendados
I005812,U00258,C0233,2025-10-07 21:58:25,Me gusta,App,Inicio
I005813,U00258,C0277,2025-04-04 14:55:29,Agregar a mi lista,Web,Tendencias
I005814,U00258,C0341,2025-08-13 02:12:29,Quitar de mi lista,Web,Recomendados
I005815,U00258,C0028,2025-01-10 10:58:08,Agregar a mi lista,Web,Inicio
I005816,U01482,C0013,2025-07-27 22:35:43,Compartir,Web,Inicio
I005817,U01482,C0235,2025-11-09 20:14:08,Agregar a mi lista,Web,Búsqueda
I005818,U01482,C0254,2025-08-11 20:28:30,Compartir,Web,Inicio
I005819,U01482,C0392,2025-09-02 04:22:08,Agregar a mi lista,Web,Inicio
I005820,U01482,C0224,2025-07-24 12:47:49,Agregar a mi lista,Web,Inicio
I005821,U00323,C0391,2025-03-20 19:40:52,Me gusta,App,Recomendados
I005822,U00323,C0276,2025-10-26 21:01:38,Me gusta,App,Recomendados
I005823,U00323,C0290,2025-07-08 22:06:32,Agregar a mi lista,App,Continuar viendo
I005824,U00323,C0226,2025-10-30 15:28:55,Clic recomendación,App,Inicio
I005825,U00262,C0291,2025-12-02 20:26:37,Clic recomendación,App,Tendencias
I005826,U00262,C0191,2025-03-23 09:28:00,Me gusta,App,Continuar viendo
I005827,U00262,C0082,2025-06-19 20:05:21,Me gusta,App,Continuar viendo
I005828,U00262,C0066,2025-04-20 22:34:53,Compartir,App,Continuar viendo
I005829,U00262,C0312,2025-08-26 23:16:25,Agregar a mi lista,App,Recomendados
I005830,U00262,C0054,2025-09-20 22:44:32,Clic recomendación,App,Recomendados
I005831,U00262,C0253,2025-06-15 11:28:05,Agregar a mi lista,App,Búsqueda
I005832,U00262,C0399,2025-10-19 23:22:32,Quitar de mi lista,App,Continuar viendo
I005833,U00520,C0181,2025-09-28 19:51:18,Agregar a mi lista,Web,Continuar viendo
I005834,U00254,C0027,2025-11-12 07:56:54,Me gusta,App,Tendencias
I005835,U00254,C0331,2025-10-01 08:02:54,Quitar de mi lista,App,Recomendados
I005836,U00254,C0178,2025-09-29 13:19:39,Clic recomendación,App,Recomendados
I005837,U00254,C0249,2025-09-27 09:37:31,Me gusta,App,Inicio
I005838,U01029,C0250,2025-10-27 17:28:03,Me gusta,App,Búsqueda
I005839,U01029,C0136,2025-02-21 04:53:15,Clic recomendación,Web,Recomendados
I005840,U01029,C0225,2025-04-09 11:26:25,Agregar a mi lista,App,Búsqueda
I005841,U01029,C0109,2025-10-18 21:30:49,Compartir,App,Búsqueda
I005842,U00038,C0308,2025-11-29 22:29:13,Compartir,Web,Inicio
I005843,U00038,C0187,2025-11-17 12:25:36,Clic recomendación,Web,Recomendados
I005844,U00038,C0244,2025-12-30 20:53:29,Clic recomendación,Web,Inicio
I005845,U00862,C0026,2025-07-26 19:41:49,Descarga,App,Tendencias
I005846,U00862,C0192,2025-02-04 08:09:34,Me gusta,App,Inicio
I005847,U00862,C0140,2025-07-19 21:34:26,Me gusta,App,Inicio
I005848,U00862,C0254,2025-12-01 00:24:33,Clic recomendación,App,Recomendados
I005849,U00862,C0372,2025-10-11 16:33:19,Descarga,App,Tendencias
I005850,U00862,C0153,2025-11-28 23:22:49,Agregar a mi lista,App,Recomendados
I005851,U00862,C0095,2025-02-02 18:37:23,Quitar de mi lista,App,Tendencias
I005852,U00862,C0299,2025-04-15 19:33:10,No me gusta,App,Tendencias
I005853,U00169,C0354,2025-12-18 20:07:32,Agregar a mi lista,App,Continuar viendo
I005854,U00169,C0178,2025-07-28 21:10:30,Compartir,App,Continuar viendo
I005855,U00169,C0179,2025-07-23 22:21:37,Clic recomendación,App,Recomendados
I005856,U00169,C0343,2025-02-14 12:39:07,Agregar a mi lista,App,Recomendados
I005857,U01024,C0016,2025-02-13 07:05:10,Agregar a mi lista,App,Recomendados
I005858,U01024,C0126,2025-04-01 13:28:59,Me gusta,App,Inicio
I005859,U01024,C0270,2025-01-04 09:09:20,Descarga,App,Búsqueda
I005860,U01024,C0332,2025-05-05 18:44:21,Me gusta,App,Tendencias
I005861,U01024,C0349,2025-04-09 20:26:55,Agregar a mi lista,App,Continuar viendo
I005862,U01366,C0245,2025-01-31 20:08:05,Me gusta,App,Tendencias
I005863,U01366,C0110,2025-02-16 18:23:51,Agregar a mi lista,App,Búsqueda
I005864,U01366,C0286,2025-02-18 20:57:14,Clic recomendación,Web,Inicio
I005865,U01366,C0001,2025-07-05 21:32:50,Me gusta,App,Recomendados
I005866,U01366,C0313,2025-09-03 15:08:52,Clic recomendación,App,Recomendados
I005867,U01366,C0015,2025-06-24 17:32:24,Clic recomendación,App,Recomendados
I005868,U01366,C0287,2025-08-17 01:23:54,Descarga,App,Búsqueda
I005869,U01366,C0311,2025-12-15 18:06:53,No me gusta,Web,Inicio
I005870,U01366,C0158,2025-01-28 00:47:46,Agregar a mi lista,App,Tendencias
I005871,U01366,C0279,2025-08-06 15:02:59,Clic recomendación,Web,Recomendados
I005872,U01366,C0138,2025-12-15 09:28:30,Clic recomendación,App,Recomendados
I005873,U01366,C0360,2025-11-18 14:49:35,Agregar a mi lista,Web,Inicio
I005874,U00966,C0198,2025-08-01 14:08:23,Me gusta,Web,Recomendados
I005875,U00966,C0328,2025-12-15 20:38:01,Me gusta,Web,Recomendados
I005876,U00966,C0032,2025-06-23 00:34:51,Quitar de mi lista,App,Recomendados
I005877,U00966,C0105,2025-08-20 01:44:06,Clic recomendación,App,Tendencias
I005878,U00966,C0416,2025-12-20 10:50:18,Agregar a mi lista,Web,Continuar viendo
I005879,U00966,C0080,2025-03-06 22:16:22,Descarga,App,Búsqueda
I005880,U00865,C0210,2025-02-16 16:26:54,Agregar a mi lista,App,Inicio
I005881,U00865,C0040,2025-03-12 21:05:28,No me gusta,App,Búsqueda
I005882,U00865,C0309,2025-07-02 03:47:31,Quitar de mi lista,App,Búsqueda
I005883,U00865,C0164,2025-05-10 15:24:52,Clic recomendación,App,Recomendados
I005884,U00865,C0352,2025-01-29 20:45:19,Quitar de mi lista,App,Recomendados
I005885,U00660,C0105,2025-11-01 23:24:12,Agregar a mi lista,App,Inicio
I005886,U00660,C0321,2025-10-04 16:50:34,Me gusta,App,Inicio
I005887,U01333,C0059,2025-03-15 09:24:54,Clic recomendación,App,Recomendados
I005888,U01333,C0021,2025-04-18 20:57:07,Me gusta,App,Recomendados
I005889,U01333,C0230,2025-07-14 17:47:49,Me gusta,App,Inicio
I005890,U01333,C0263,2025-12-01 21:41:32,Me gusta,App,Tendencias
I005891,U01333,C0037,2025-09-30 01:56:49,Me gusta,App,Recomendados
I005892,U01083,C0034,2025-11-06 22:04:40,Descarga,App,Tendencias
I005893,U01083,C0158,2025-11-29 20:22:01,Agregar a mi lista,App,Inicio
I005894,U01083,C0225,2025-11-25 13:40:47,Descarga,App,Recomendados
I005895,U01083,C0366,2025-10-30 20:06:16,Me gusta,App,Recomendados
I005896,U01339,C0227,2025-11-29 21:49:08,Me gusta,App,Recomendados
I005897,U01339,C0320,2025-10-25 09:08:24,Clic recomendación,App,Recomendados
I005898,U01339,C0282,2025-10-18 23:24:40,Descarga,App,Recomendados
I005899,U01339,C0335,2025-12-17 19:03:22,Clic recomendación,App,Recomendados
I005900,U01339,C0131,2025-10-24 20:34:25,Clic recomendación,App,Inicio
I005901,U00062,C0320,2025-12-16 20:00:44,Clic recomendación,App,Inicio
I005902,U00062,C0401,2025-12-14 09:28:40,Clic recomendación,App,Recomendados
I005903,U00062,C0247,2025-12-13 19:42:47,Me gusta,App,Búsqueda
I005904,U00959,C0108,2025-12-12 17:35:54,Agregar a mi lista,Web,Tendencias
I005905,U00959,C0300,2025-04-08 15:52:45,Me gusta,App,Recomendados
I005906,U00959,C0021,2025-02-18 10:52:21,Compartir,App,Búsqueda
I005907,U00959,C0019,2025-10-10 21:37:57,Agregar a mi lista,Web,Recomendados
I005908,U00959,C0349,2025-03-07 15:01:20,Agregar a mi lista,App,Búsqueda
I005909,U00959,C0154,2025-03-17 00:12:38,Descarga,Web,Continuar viendo
I005910,U00959,C0192,2025-10-21 23:00:41,Agregar a mi lista,App,Búsqueda
I005911,U00959,C0154,2025-05-19 21:43:12,Agregar a mi lista,App,Inicio
I005912,U00959,C0290,2025-07-15 15:09:42,Me gusta,Web,Recomendados
I005913,U00959,C0201,2025-08-30 19:41:47,Compartir,App,Tendencias
I005914,U00959,C0381,2025-10-22 08:46:18,Clic recomendación,App,Recomendados
I005915,U00959,C0088,2025-05-27 19:31:32,Quitar de mi lista,Web,Tendencias
I005916,U00268,C0405,2025-03-14 11:59:48,Clic recomendación,App,Recomendados
I005917,U00268,C0380,2025-01-26 19:44:46,Clic recomendación,App,Recomendados
I005918,U00268,C0374,2025-02-04 00:44:08,Clic recomendación,App,Recomendados
I005919,U00268,C0347,2025-10-16 00:19:02,Me gusta,App,Búsqueda
I005920,U00268,C0398,2025-03-09 18:07:05,Descarga,App,Recomendados
I005921,U01090,C0294,2025-01-05 20:26:57,Quitar de mi lista,App,Tendencias
I005922,U01090,C0139,2025-01-07 14:26:10,Me gusta,App,Inicio
I005923,U01090,C0416,2025-01-22 20:52:07,Me gusta,App,Recomendados
I005924,U01090,C0241,2025-02-06 16:29:51,Clic recomendación,App,Inicio
I005925,U01398,C0308,2025-06-02 19:51:24,Agregar a mi lista,App,Búsqueda
I005926,U01398,C0002,2025-08-18 10:09:34,Compartir,App,Recomendados
I005927,U01398,C0303,2025-05-16 16:20:08,Compartir,App,Recomendados
I005928,U00347,C0200,2025-10-20 20:44:09,Me gusta,Web,Búsqueda
I005929,U00347,C0300,2025-06-11 22:19:55,Me gusta,Web,Tendencias
I005930,U00347,C0109,2025-08-11 13:31:14,Quitar de mi lista,App,Recomendados
I005931,U01164,C0377,2025-03-03 20:29:23,Quitar de mi lista,App,Recomendados
I005932,U01271,C0154,2025-11-19 08:55:28,No me gusta,App,Búsqueda
I005933,U01271,C0147,2025-10-02 22:33:09,Agregar a mi lista,Web,Inicio
I005934,U01271,C0176,2025-10-07 00:20:26,Me gusta,App,Inicio
I005935,U00562,C0279,2025-11-27 18:25:31,Me gusta,App,Recomendados
I005936,U00562,C0030,2025-01-14 18:12:35,Compartir,App,Recomendados
I005937,U00424,C0090,2025-05-23 07:40:40,Clic recomendación,App,Recomendados
I005938,U00424,C0346,2025-05-27 16:57:05,Clic recomendación,App,Recomendados
I005939,U00424,C0247,2025-01-06 00:49:04,Agregar a mi lista,App,Inicio
I005940,U00424,C0177,2025-02-20 11:26:27,Agregar a mi lista,App,Inicio
I005941,U00424,C0025,2025-08-17 16:08:59,Me gusta,App,Recomendados
I005942,U00657,C0055,2025-12-02 00:24:10,Compartir,App,Búsqueda
I005943,U00657,C0359,2025-10-24 14:55:21,Me gusta,App,Tendencias
I005944,U00657,C0112,2025-09-28 17:38:34,Descarga,App,Recomendados
I005945,U00657,C0139,2025-08-17 12:24:18,Compartir,App,Continuar viendo
I005946,U00436,C0335,2025-12-08 22:21:54,Clic recomendación,App,Recomendados
I005947,U00436,C0133,2025-12-07 08:53:47,Descarga,App,Tendencias
I005948,U00436,C0217,2025-12-14 21:43:22,Compartir,App,Inicio
I005949,U00436,C0026,2025-11-25 20:56:56,Me gusta,App,Búsqueda
I005950,U01043,C0359,2025-05-10 18:50:29,Clic recomendación,App,Recomendados
I005951,U01043,C0416,2025-09-05 18:19:09,Me gusta,App,Tendencias
I005952,U01043,C0076,2025-01-20 15:50:17,Clic recomendación,App,Inicio
I005953,U01043,C0004,2025-04-07 05:55:23,Agregar a mi lista,App,Búsqueda
I005954,U01043,C0119,2025-06-02 22:32:10,Descarga,App,Búsqueda
I005955,U01043,C0041,2025-03-20 18:13:38,Me gusta,App,Recomendados
I005956,U01043,C0072,2025-04-05 17:31:42,Descarga,App,Inicio
I005957,U01043,C0110,2025-06-08 18:54:54,Clic recomendación,App,Tendencias
I005958,U01043,C0263,2025-01-29 20:44:58,Me gusta,App,Búsqueda
I005959,U01043,C0373,2025-01-27 19:54:50,Descarga,App,Inicio
I005960,U01049,C0178,2025-06-19 15:40:10,Me gusta,App,Tendencias
I005961,U01049,C0041,2025-06-21 22:44:13,Clic recomendación,App,Inicio
I005962,U01049,C0066,2025-11-10 21:29:51,Agregar a mi lista,App,Recomendados
I005963,U01049,C0090,2025-06-02 22:47:40,Clic recomendación,App,Tendencias
I005964,U01049,C0290,2025-05-27 11:53:35,Clic recomendación,App,Recomendados
I005965,U01049,C0178,2025-10-25 22:29:29,Compartir,App,Continuar viendo
I005966,U01049,C0176,2025-02-10 20:08:42,Clic recomendación,App,Recomendados
I005967,U01049,C0323,2025-06-10 23:33:45,Agregar a mi lista,App,Continuar viendo
I005968,U01245,C0413,2025-04-30 21:02:42,Agregar a mi lista,App,Inicio
I005969,U01245,C0308,2025-12-16 04:16:40,Clic recomendación,App,Recomendados
I005970,U01245,C0192,2025-03-15 20:22:43,Agregar a mi lista,App,Tendencias
I005971,U01245,C0396,2025-04-18 01:20:22,Clic recomendación,App,Recomendados
I005972,U01245,C0408,2025-03-23 00:05:11,Me gusta,App,Recomendados
I005973,U01245,C0309,2025-03-13 23:11:05,Agregar a mi lista,App,Recomendados
I005974,U01245,C0007,2025-11-16 00:47:57,Agregar a mi lista,App,Búsqueda
I005975,U01245,C0279,2025-02-09 13:20:04,Quitar de mi lista,App,Inicio
I005976,U01135,C0308,2025-06-11 20:09:43,Me gusta,App,Inicio
I005977,U01357,C0389,2025-01-11 20:35:04,Quitar de mi lista,Web,Inicio
I005978,U01357,C0380,2025-06-03 00:03:54,Agregar a mi lista,App,Recomendados
I005979,U00705,C0272,2025-11-16 19:22:06,Agregar a mi lista,App,Búsqueda
I005980,U00705,C0057,2025-02-27 21:46:28,Me gusta,App,Recomendados
I005981,U00705,C0043,2025-07-09 11:15:06,Clic recomendación,App,Recomendados
I005982,U00705,C0279,2025-11-07 00:23:29,Compartir,App,Inicio
I005983,U00199,C0005,2025-10-18 19:29:02,Agregar a mi lista,App,Tendencias
I005984,U00199,C0259,2025-03-12 13:05:43,Me gusta,App,Recomendados
I005985,U00199,C0235,2025-12-11 15:56:43,Agregar a mi lista,App,Tendencias
I005986,U00199,C0418,2025-03-26 21:13:01,Clic recomendación,App,Recomendados
I005987,U00199,C0116,2025-06-25 00:39:37,Clic recomendación,App,Inicio
I005988,U01390,C0045,2025-09-19 18:17:15,Clic recomendación,App,Tendencias
I005989,U01390,C0278,2025-12-18 16:01:18,Clic recomendación,App,Recomendados
I005990,U01390,C0207,2025-10-06 17:55:40,Agregar a mi lista,App,Tendencias
I005991,U00637,C0395,2025-04-22 14:50:55,Descarga,App,Inicio
I005992,U00058,C0415,2025-03-11 23:31:18,Agregar a mi lista,App,Recomendados
I005993,U00058,C0350,2025-06-03 19:56:30,Me gusta,App,Continuar viendo
I005994,U00058,C0042,2025-10-26 17:04:33,Me gusta,App,Tendencias
I005995,U00058,C0333,2025-01-23 22:47:38,Me gusta,App,Recomendados
I005996,U00058,C0300,2025-05-31 14:13:33,Me gusta,App,Recomendados
I005997,U00140,C0148,2025-09-27 10:31:44,Agregar a mi lista,App,Búsqueda
I005998,U00140,C0320,2025-12-23 17:47:22,Agregar a mi lista,App,Búsqueda
I005999,U00140,C0418,2025-12-30 19:16:18,Clic recomendación,App,Inicio
I006000,U00388,C0095,2025-04-25 20:22:19,Me gusta,App,Tendencias
I006001,U00388,C0407,2025-03-19 12:10:40,No me gusta,App,Búsqueda
I006002,U00388,C0266,2025-01-11 22:09:54,Me gusta,App,Continuar viendo
I006003,U00388,C0364,2025-03-15 10:36:22,Clic recomendación,App,Recomendados
I006004,U00388,C0371,2025-10-08 21:51:50,Clic recomendación,App,Inicio
I006005,U00667,C0010,2025-01-09 15:30:26,Me gusta,Web,Recomendados
I006006,U00667,C0342,2025-09-29 13:04:04,Agregar a mi lista,Web,Tendencias
I006007,U00893,C0129,2025-12-22 22:26:22,Clic recomendación,Web,Recomendados
I006008,U00893,C0132,2025-12-03 00:37:28,Me gusta,Web,Inicio
I006009,U00893,C0408,2025-11-14 21:35:05,Me gusta,Web,Continuar viendo
I006010,U00893,C0252,2025-11-15 11:32:55,Clic recomendación,Web,Inicio
I006011,U01331,C0070,2025-09-08 00:58:17,No me gusta,App,Tendencias
I006012,U01331,C0049,2025-06-29 14:14:35,Me gusta,App,Inicio
I006013,U01331,C0395,2025-01-02 05:16:02,Clic recomendación,Web,Recomendados
I006014,U01331,C0412,2025-05-26 18:00:39,Clic recomendación,Web,Recomendados
I006015,U01331,C0072,2025-03-19 13:46:14,Clic recomendación,App,Recomendados
I006016,U01065,C0029,2025-10-07 15:10:50,Agregar a mi lista,Web,Recomendados
I006017,U01065,C0169,2025-02-21 08:12:00,Descarga,App,Búsqueda
I006018,U01065,C0181,2025-03-27 23:19:34,Compartir,App,Recomendados
I006019,U01065,C0221,2025-01-07 15:57:44,Me gusta,App,Recomendados
I006020,U00738,C0015,2025-09-09 08:20:38,Clic recomendación,App,Recomendados
I006021,U00738,C0057,2025-08-30 18:12:22,Compartir,App,Inicio
I006022,U00738,C0245,2025-08-21 00:52:59,Quitar de mi lista,App,Búsqueda
I006023,U00738,C0040,2025-10-20 21:30:06,Compartir,App,Recomendados
I006024,U00738,C0417,2025-05-09 17:51:18,Clic recomendación,App,Tendencias
I006025,U00738,C0109,2025-08-16 00:08:34,Me gusta,App,Búsqueda
I006026,U00738,C0280,2025-07-05 17:58:55,Quitar de mi lista,App,Tendencias
I006027,U00738,C0072,2025-11-23 15:28:26,Me gusta,App,Recomendados
I006028,U00738,C0181,2025-05-07 15:10:49,Clic recomendación,App,Inicio
I006029,U00738,C0138,2025-09-14 18:01:49,No me gusta,App,Tendencias
I006030,U00738,C0219,2025-12-03 19:59:01,Me gusta,App,Búsqueda
I006031,U00738,C0134,2025-04-03 18:06:03,Agregar a mi lista,App,Búsqueda
I006032,U00470,C0227,2025-12-12 13:20:33,Agregar a mi lista,App,Recomendados
I006033,U00470,C0270,2025-11-20 12:20:55,Agregar a mi lista,App,Continuar viendo
I006034,U00470,C0155,2025-12-03 19:42:00,Clic recomendación,App,Inicio
I006035,U00470,C0080,2025-11-01 19:14:33,Compartir,App,Tendencias
I006036,U00470,C0097,2025-10-26 23:02:22,Agregar a mi lista,App,Recomendados
I006037,U00470,C0341,2025-09-07 19:48:30,Descarga,App,Búsqueda
I006038,U00470,C0116,2025-11-20 22:29:57,Compartir,App,Recomendados
I006039,U00470,C0177,2025-10-23 01:45:19,Clic recomendación,App,Recomendados
I006040,U00470,C0086,2025-09-15 20:31:24,Agregar a mi lista,App,Continuar viendo
I006041,U00470,C0372,2025-09-10 13:37:16,Descarga,App,Inicio
I006042,U00460,C0056,2025-06-01 11:05:46,Clic recomendación,Web,Recomendados
I006043,U00460,C0303,2025-06-10 22:50:38,Quitar de mi lista,App,Recomendados
I006044,U00460,C0076,2025-05-26 12:12:08,Agregar a mi lista,App,Inicio
I006045,U00460,C0196,2025-06-09 23:40:18,Me gusta,App,Continuar viendo
I006046,U00460,C0181,2025-05-22 23:35:44,Descarga,App,Recomendados
I006047,U00768,C0161,2025-06-25 16:30:58,Agregar a mi lista,App,Búsqueda
I006048,U00768,C0068,2025-07-04 19:15:50,Agregar a mi lista,App,Continuar viendo
I006049,U00768,C0331,2025-06-02 05:29:31,Clic recomendación,App,Inicio
I006050,U00768,C0001,2025-08-21 02:36:15,Agregar a mi lista,App,Continuar viendo
I006051,U01361,C0281,2025-12-13 13:14:59,Me gusta,Web,Continuar viendo
I006052,U01361,C0405,2025-12-09 19:40:41,Quitar de mi lista,App,Tendencias
I006053,U01361,C0352,2025-10-16 21:08:24,Descarga,Web,Tendencias
I006054,U01361,C0109,2025-12-08 21:53:46,Compartir,Web,Búsqueda
I006055,U01361,C0330,2025-11-14 17:24:55,Clic recomendación,Web,Tendencias
I006056,U01361,C0159,2025-10-12 21:39:14,Agregar a mi lista,Web,Recomendados
I006057,U01455,C0347,2025-01-17 02:39:54,Me gusta,Web,Recomendados
I006058,U01455,C0378,2025-01-22 14:02:37,Descarga,Web,Recomendados
I006059,U01455,C0037,2025-01-01 19:59:00,No me gusta,App,Recomendados
I006060,U01455,C0291,2025-01-08 22:04:28,Agregar a mi lista,App,Recomendados
I006061,U01455,C0107,2025-01-02 22:24:40,Descarga,App,Recomendados
I006062,U01455,C0211,2025-01-10 23:39:42,Descarga,Web,Recomendados
I006063,U01455,C0153,2025-01-17 13:16:18,Clic recomendación,Web,Recomendados
I006064,U01455,C0074,2025-01-13 00:25:39,Agregar a mi lista,App,Búsqueda
I006065,U00212,C0379,2025-06-10 00:49:33,Me gusta,App,Recomendados
I006066,U00212,C0374,2025-04-25 17:25:52,Agregar a mi lista,App,Recomendados
I006067,U00227,C0360,2025-09-01 00:43:25,Clic recomendación,Web,Tendencias
I006068,U00227,C0098,2025-05-18 00:03:57,Quitar de mi lista,Web,Continuar viendo
I006069,U00227,C0082,2025-01-03 11:25:17,Quitar de mi lista,Web,Búsqueda
I006070,U00227,C0159,2025-02-09 06:27:25,Clic recomendación,Web,Recomendados
I006071,U00227,C0238,2025-02-03 17:02:02,Clic recomendación,Web,Recomendados
I006072,U00469,C0059,2025-10-13 09:15:19,No me gusta,App,Recomendados
I006073,U00469,C0189,2025-01-03 20:45:05,Me gusta,App,Tendencias
I006074,U00469,C0177,2025-06-17 11:50:56,Me gusta,App,Recomendados
I006075,U00469,C0219,2025-04-27 15:46:56,Descarga,App,Recomendados
I006076,U00469,C0096,2025-06-26 23:05:26,Clic recomendación,App,Recomendados
I006077,U00469,C0360,2025-05-03 22:47:23,Me gusta,App,Recomendados
I006078,U00469,C0212,2025-06-23 10:05:17,Clic recomendación,App,Recomendados
I006079,U00469,C0177,2025-09-12 18:57:58,Me gusta,App,Continuar viendo
I006080,U01290,C0158,2025-04-06 13:15:07,Clic recomendación,Web,Recomendados
I006081,U01290,C0226,2025-03-13 18:29:17,Compartir,Web,Continuar viendo
I006082,U01290,C0309,2025-11-17 16:11:41,Clic recomendación,Web,Inicio
I006083,U01290,C0274,2025-12-19 19:48:07,Agregar a mi lista,Web,Recomendados
I006084,U01219,C0389,2025-09-30 23:04:14,Me gusta,App,Tendencias
I006085,U01219,C0218,2025-09-18 18:03:25,Clic recomendación,App,Inicio
I006086,U01219,C0178,2025-09-16 21:26:02,Clic recomendación,App,Recomendados
I006087,U01219,C0037,2025-12-06 23:59:59,Me gusta,App,Inicio
I006088,U01219,C0145,2025-10-04 17:13:05,Me gusta,App,Recomendados
I006089,U01219,C0165,2025-10-07 21:03:17,Me gusta,App,Búsqueda
I006090,U01219,C0389,2025-11-21 20:51:18,Descarga,App,Tendencias
I006091,U01219,C0134,2025-11-09 07:28:13,Quitar de mi lista,App,Recomendados
I006092,U01219,C0241,2025-10-15 02:41:45,Compartir,App,Continuar viendo
I006093,U01219,C0099,2025-11-26 19:00:19,No me gusta,App,Recomendados
I006094,U00951,C0024,2025-07-07 06:57:59,Compartir,Web,Recomendados
I006095,U00951,C0290,2025-04-29 04:45:01,Descarga,Web,Tendencias
I006096,U00951,C0056,2025-03-07 21:02:42,Clic recomendación,App,Tendencias
I006097,U00951,C0062,2025-04-03 00:57:27,Agregar a mi lista,Web,Continuar viendo
I006098,U01254,C0194,2025-09-25 21:12:55,Clic recomendación,Web,Inicio
I006099,U01254,C0237,2025-08-09 21:54:33,Clic recomendación,Web,Recomendados
I006100,U01254,C0257,2025-02-05 22:58:39,Descarga,Web,Inicio
I006101,U01254,C0062,2025-06-28 15:59:13,Clic recomendación,Web,Recomendados
I006102,U01254,C0381,2025-02-26 23:23:17,Me gusta,Web,Recomendados
I006103,U01254,C0003,2025-07-31 21:03:02,Quitar de mi lista,Web,Búsqueda
I006104,U01254,C0113,2025-06-16 15:17:06,Quitar de mi lista,Web,Inicio
I006105,U01254,C0005,2025-09-14 17:56:01,Clic recomendación,Web,Inicio
I006106,U01254,C0064,2025-04-18 18:57:41,Me gusta,Web,Continuar viendo
I006107,U01254,C0359,2025-03-17 23:09:25,Me gusta,Web,Recomendados
I006108,U01254,C0420,2025-06-14 21:48:24,Agregar a mi lista,Web,Búsqueda
I006109,U01254,C0380,2025-03-18 13:43:47,Descarga,Web,Búsqueda
I006110,U01332,C0300,2025-04-03 20:58:22,Clic recomendación,App,Recomendados
I006111,U01332,C0405,2025-09-26 11:50:21,Descarga,Web,Continuar viendo
I006112,U01332,C0307,2025-06-29 11:24:22,Me gusta,Web,Búsqueda
I006113,U01332,C0017,2025-07-04 20:52:33,Quitar de mi lista,Web,Continuar viendo
I006114,U01332,C0298,2025-03-08 11:56:00,No me gusta,Web,Búsqueda
I006115,U00961,C0358,2025-04-02 08:05:49,Clic recomendación,App,Recomendados
I006116,U00961,C0026,2025-01-31 19:18:05,Quitar de mi lista,App,Inicio
I006117,U00961,C0348,2025-02-20 01:20:33,No me gusta,App,Recomendados
I006118,U00961,C0200,2025-03-02 22:44:56,Clic recomendación,App,Recomendados
I006119,U00095,C0408,2025-06-20 12:06:47,Agregar a mi lista,App,Recomendados
I006120,U00095,C0027,2025-02-11 17:32:42,Agregar a mi lista,App,Recomendados
I006121,U00095,C0269,2025-04-12 08:35:31,Agregar a mi lista,App,Inicio
I006122,U00095,C0013,2025-05-03 19:25:04,Clic recomendación,App,Inicio
I006123,U00754,C0378,2025-10-18 18:40:58,Agregar a mi lista,App,Inicio
