reproduccion_id,usuario_id,contenido_id,dispositivo_id,fecha_hora_inicio,tipo_dispositivo,calidad_video,minutos_reproducidos,porcentaje_completado,abandono_temprano,buffering_segundos
R019272,U00971,C0155,D01608,2025-07-26 20:22:39,Tablet,HD,93.7,67.4,No,14.1
R019273,U00820,C0400,D01345,2025-04-12 22:56:27,Móvil,Full HD,30.5,67.7,No,5.1
R019274,U01483,C0005,D02460,2025-09-27 22:11:52,Computador,HD,43.8,60.0,No,6.4
R019275,U00795,C0009,D01305,2025-02-17 12:33:29,Móvil,Full HD,44.9,69.1,No,13.0
R019276,U01331,C0072,D02212,2025-03-19 12:12:14,Móvil,Full HD,19.3,58.5,No,10.3
R019277,U00787,C0068,D01294,2025-08-03 21:46:23,Smart TV,HD,82.6,81.8,No,5.4
R019278,U00377,C0396,D00630,2025-07-05 20:27:54,Smart TV,Full HD,56.0,68.3,No,8.1
R019279,U01477,C0296,D02451,2025-01-17 15:53:09,Móvil,Full HD,89.4,80.5,No,3.3
R019280,U00493,C0310,D00821,2025-07-04 22:00:04,Computador,Full HD,25.2,76.4,No,11.7
R019281,U00904,C0217,D01488,2025-04-24 18:57:41,Computador,HD,61.2,56.7,No,10.2
R019282,U00310,C0234,D00527,2025-01-17 18:51:02,Computador,Full HD,49.1,89.3,No,5.2
R019283,U01426,C0360,D02371,2025-12-24 20:53:43,Tablet,HD,13.6,35.8,No,7.8
R019284,U00766,C0096,D01255,2025-10-14 19:16:01,Móvil,Full HD,66.8,44.5,No,9.9
R019285,U00256,C0366,D00428,2025-08-10 13:50:22,Móvil,HD,23.2,68.1,No,11.4
R019286,U00239,C0207,D00395,2025-05-14 17:30:57,Computador,SD,38.3,72.2,No,5.3
R019287,U00547,C0085,D00909,2025-01-17 20:46:34,Móvil,Full HD,16.9,13.1,Sí,0.9
R019288,U00407,C0296,D00675,2025-01-31 11:50:18,Smart TV,4K,69.0,62.2,No,12.3
R019289,U01072,C0151,D01781,2025-10-26 15:15:42,Tablet,Full HD,33.6,62.3,No,10.1
R019290,U00932,C0202,D01536,2025-08-02 13:27:06,Móvil,HD,43.4,83.4,No,2.7
R019291,U00899,C0408,D01478,2025-08-19 22:33:37,Tablet,SD,82.3,63.8,No,20.3
R019292,U01195,C0144,D01989,2025-08-18 17:59:10,Móvil,SD,32.1,32.4,No,15.5
R019293,U00900,C0055,D01481,2025-01-12 20:25:09,Consola,Full HD,40.0,100,No,9.5
R019294,U00133,C0380,D00221,2025-09-05 17:56:40,Smart TV,SD,91.4,99.4,No,5.1
R019295,U00813,C0005,D01333,2025-07-22 11:30:31,Móvil,Full HD,73.0,100,No,2.7
R019296,U01050,C0122,D01747,2025-04-27 12:54:49,Tablet,HD,56.0,53.3,No,32.2
R019297,U01144,C0253,D01902,2025-06-12 21:23:07,Móvil,SD,8.0,18.7,Sí,9.4
R019298,U00572,C0051,D00950,2025-09-18 23:19:24,Computador,4K,65.2,51.3,No,0.9
R019299,U00018,C0261,D00029,2025-04-06 21:16:02,Consola,HD,74.0,58.3,No,4.4
R019300,U00310,C0123,D00526,2025-04-15 15:51:50,Smart TV,Full HD,57.0,100,No,0.5
R019301,U00835,C0248,D01367,2025-10-03 00:02:27,Smart TV,Full HD,26.3,82.3,No,0.3
R019302,U01470,C0356,D02441,2025-01-17 10:55:40,Móvil,Full HD,14.6,40.5,No,8.0
R019303,U01218,C0046,D02030,2025-01-22 19:26:21,Móvil,SD,55.4,61.5,No,20.0
R019304,U01318,C0344,D02189,2025-12-12 23:32:33,Smart TV,4K,22.0,78.6,No,0.1
R019305,U01050,C0139,D01747,2025-01-18 16:46:39,Tablet,Full HD,38.5,43.7,No,21.6
R019306,U00744,C0228,D01218,2025-04-28 10:50:33,Computador,HD,40.0,71.5,No,10.8
R019307,U00176,C0248,D00295,2025-08-29 17:08:46,Móvil,SD,18.2,56.8,No,10.6
R019308,U00912,C0193,D01500,2025-08-03 21:32:21,Consola,Full HD,17.0,51.6,No,13.3
R019309,U01302,C0025,D02164,2025-12-08 18:38:38,Computador,Full HD,50.0,91.0,No,2.5
R019310,U00922,C0036,D01521,2025-11-26 12:19:59,Smart TV,Full HD,61.3,59.5,No,0
R019311,U00736,C0411,D01205,2025-07-22 08:13:33,Móvil,Full HD,43.3,51.6,No,29.0
R019312,U01004,C0069,D01670,2025-02-20 18:38:48,Computador,HD,92.5,78.4,No,0
R019313,U00706,C0224,D01156,2025-09-02 22:09:47,Móvil,HD,28.9,32.8,No,2.8
R019314,U00458,C0290,D00756,2025-07-09 19:19:47,Consola,4K,28.8,89.9,No,8.7
R019315,U00519,C0372,D00858,2025-07-16 17:15:58,Smart TV,HD,97.2,76.5,No,5.9
R019316,U00900,C0050,D01481,2025-01-30 19:00:34,Consola,HD,24.3,45.8,No,10.0
R019317,U01118,C0003,D01861,2025-10-13 17:52:52,Consola,SD,58.1,47.2,No,11.4
R019318,U01287,C0282,D02137,2025-11-02 03:48:31,Móvil,HD,22.9,36.9,No,19.7
R019319,U01302,C0077,D02164,2025-07-05 19:40:03,Computador,HD,58.0,67.5,No,10.1
R019320,U00908,C0007,D01495,2025-11-25 14:00:56,Consola,SD,33.7,74.9,No,8.2
R019321,U00977,C0211,D01620,2025-01-05 20:17:28,Smart TV,HD,74.7,79.5,No,11.8
R019322,U00514,C0018,D00851,2025-12-30 19:32:53,Smart TV,4K,46.8,88.3,No,11.4
R019323,U01294,C0245,D02152,2025-12-13 07:45:57,Computador,Full HD,56.6,36.5,No,5.3
R019324,U01020,C0107,D01695,2025-07-08 20:19:26,Tablet,SD,30.8,61.6,No,6.3
R019325,U01028,C0226,D01707,2025-09-04 08:50:07,Computador,SD,59.0,65.6,No,6.2
R019326,U00454,C0129,D00750,2025-03-28 12:46:35,Móvil,Full HD,21.1,24.5,No,10.0
R019327,U01284,C0256,D02134,2025-07-30 08:38:39,Smart TV,HD,75.7,56.5,No,3.4
R019328,U01152,C0063,D01915,2025-01-14 21:49:41,Smart TV,4K,74.4,74.4,No,10.1
R019329,U00496,C0208,D00826,2025-01-03 13:46:19,Computador,Full HD,72.6,71.9,No,5.6
R019330,U01277,C0164,D02123,2025-11-18 17:48:37,Móvil,Full HD,30.4,31.0,No,24.4
R019331,U01468,C0144,D02437,2025-07-20 18:16:49,Móvil,SD,47.9,48.4,No,5.0
R019332,U00497,C0383,D00827,2025-12-25 19:21:52,Computador,Full HD,44.4,88.7,No,12.3
R019333,U01227,C0232,D02045,2025-12-12 17:17:37,Computador,Full HD,30.0,100,No,9.4
R019334,U00179,C0035,D00298,2025-01-28 14:49:30,Tablet,4K,18.7,62.4,No,4.7
R019335,U01194,C0170,D01987,2025-11-12 20:54:25,Móvil,HD,23.5,36.1,No,13.1
R019336,U00352,C0397,D00591,2025-09-09 23:58:12,Computador,Full HD,77.8,77.0,No,10.0
R019337,U00255,C0304,D00427,2025-02-26 06:54:43,Smart TV,Full HD,24.6,72.4,No,6.8
R019338,U00695,C0197,D01140,2025-09-25 19:24:42,Computador,SD,24.3,67.4,No,9.6
R019339,U00335,C0331,D00570,2025-10-03 16:33:57,Smart TV,Full HD,37.1,75.8,No,6.5
R019340,U00865,C0352,D01419,2025-01-29 20:00:19,Smart TV,Full HD,51.7,74.9,No,10.7
R019341,U00205,C0328,D00340,2025-02-02 16:30:38,Smart TV,4K,47.6,57.3,No,13.0
R019342,U00614,C0345,D01021,2025-03-19 19:50:51,Móvil,Full HD,45.8,36.6,No,9.7
R019343,U00549,C0229,D00913,2025-10-22 22:37:06,Smart TV,HD,88.8,87.1,No,13.0
R019344,U01004,C0009,D01669,2025-02-03 06:33:09,Móvil,HD,46.3,71.3,No,21.9
R019345,U01026,C0377,D01704,2025-01-28 17:12:33,Tablet,HD,51.0,49.5,No,27.6
R019346,U01416,C0373,D02352,2025-08-02 08:14:19,Smart TV,4K,137.0,100,No,3.6
R019347,U00777,C0284,D01278,2025-04-02 22:56:46,Computador,HD,102.2,71.5,No,1.4
R019348,U01244,C0111,D02073,2025-05-20 12:49:49,Computador,HD,55.9,64.3,No,3.1
R019349,U01209,C0093,D02014,2025-11-04 17:40:48,Móvil,HD,86.7,85.0,No,11.4
R019350,U00318,C0277,D00540,2025-10-10 18:23:30,Smart TV,Full HD,74.0,49.3,No,3.1
R019351,U00363,C0274,D00606,2025-03-05 16:36:53,Smart TV,Full HD,118.9,92.2,No,5.0
R019352,U00505,C0117,D00838,2025-02-13 18:24:29,Computador,Full HD,53.8,46.8,No,8.4
R019353,U00632,C0019,D01050,2025-10-16 21:38:10,Smart TV,HD,60.8,59.6,No,0.4
R019354,U01423,C0373,D02365,2025-06-25 11:48:19,Computador,SD,110.4,80.6,No,6.2
R019355,U00497,C0308,D00827,2025-11-30 06:09:51,Computador,Full HD,23.5,78.2,No,5.8
R019356,U00235,C0037,D00386,2025-06-01 21:55:50,Computador,HD,29.7,52.1,No,5.0
R019357,U00078,C0055,D00127,2025-03-21 08:07:18,Smart TV,4K,34.8,86.9,No,8.3
R019358,U00490,C0099,D00815,2025-05-12 13:12:17,Móvil,Full HD,85.1,81.8,No,12.2
R019359,U01123,C0127,D01870,2025-12-15 09:39:21,Computador,HD,74.2,78.9,No,7.5
R019360,U01257,C0140,D02091,2025-04-01 19:15:37,Computador,Full HD,54.5,54.5,No,0.4
R019361,U01412,C0259,D02346,2025-11-25 23:59:46,Smart TV,Full HD,126.2,94.2,No,5.5
R019362,U00618,C0019,D01028,2025-12-11 09:35:17,Smart TV,Full HD,70.1,68.7,No,8.6
R019363,U00916,C0306,D01509,2025-03-27 11:48:04,Smart TV,HD,100.6,77.4,No,4.4
R019364,U00504,C0326,D00836,2025-06-30 20:56:01,Móvil,HD,32.6,77.7,No,3.0
R019365,U00869,C0225,D01426,2025-12-09 22:58:17,Smart TV,SD,109.4,84.8,No,1.3
R019366,U00179,C0035,D00298,2025-06-23 15:59:42,Tablet,Full HD,21.3,71.0,No,5.8
R019367,U00452,C0402,D00746,2025-03-30 19:26:15,Smart TV,HD,29.9,63.6,No,7.4
R019368,U01374,C0112,D02288,2025-05-21 19:35:06,Móvil,HD,20.7,49.2,No,3.5
R019369,U00131,C0038,D00218,2025-12-27 19:41:30,Tablet,HD,80.2,56.1,No,14.0
R019370,U01016,C0354,D01689,2025-12-27 14:49:55,Computador,4K,63.1,53.5,No,11.7
R019371,U00873,C0027,D01433,2025-12-04 19:08:59,Móvil,Full HD,20.0,50.1,No,1.8
R019372,U00615,C0221,D01023,2025-07-01 20:24:41,Móvil,HD,68.2,57.3,No,2.3
R019373,U01082,C0045,D01798,2025-01-13 21:58:55,Computador,SD,76.5,78.9,No,0
R019374,U00325,C0068,D00551,2025-11-04 21:40:03,Smart TV,SD,80.0,79.2,No,7.7
R019375,U01461,C0346,D02425,2025-09-09 15:33:00,Móvil,Full HD,35.8,30.1,No,20.0
R019376,U01391,C0088,D02314,2025-10-24 15:46:34,Smart TV,HD,71.4,72.9,No,13.0
R019377,U00693,C0002,D01137,2025-09-08 16:57:03,Computador,HD,54.5,41.6,No,6.9
R019378,U01480,C0386,D02455,2025-12-31 22:29:50,Móvil,HD,65.6,59.6,No,2.1
R019379,U00753,C0204,D01232,2025-11-06 21:20:41,Computador,Full HD,21.5,65.3,No,4.9
R019380,U00891,C0303,D01466,2025-02-26 18:30:17,Computador,HD,32.9,84.4,No,11.2
R019381,U00180,C0387,D00299,2025-04-02 18:20:13,Smart TV,SD,96.8,78.1,No,1.2
R019382,U00803,C0141,D01320,2025-09-26 18:46:25,Smart TV,Full HD,95.1,75.5,No,1.0
R019383,U01496,C0377,D02483,2025-10-24 21:52:01,Móvil,Full HD,54.0,52.4,No,13.5
R019384,U00623,C0053,D01034,2025-11-25 20:18:56,Smart TV,Full HD,123.1,95.4,No,9.4
R019385,U01391,C0114,D02315,2025-10-25 19:32:47,Móvil,4K,97.0,85.1,No,17.0
R019386,U00096,C0253,D00157,2025-07-15 21:31:43,Smart TV,Full HD,31.6,73.5,No,11.6
R019387,U01071,C0175,D01780,2025-11-07 19:47:20,Móvil,HD,58.2,48.1,No,12.5
R019388,U01008,C0188,D01674,2025-01-17 22:59:15,Computador,HD,30.8,93.3,No,8.9
R019389,U01350,C0011,D02247,2025-09-08 19:47:19,Tablet,HD,81.2,67.7,No,12.0
R019390,U00010,C0346,D00014,2025-11-28 07:13:53,Smart TV,4K,93.5,78.6,No,2.0
R019391,U01486,C0143,D02464,2025-11-25 22:58:31,Tablet,HD,112.7,72.7,No,6.0
R019392,U00879,C0197,D01444,2025-01-16 16:51:26,Computador,Full HD,30.6,84.9,No,3.3
R019393,U00274,C0356,D00459,2025-03-08 17:28:46,Móvil,SD,35.6,98.8,No,5.5
R019394,U00628,C0006,D01042,2025-04-18 20:29:56,Computador,4K,109.6,75.6,No,6.3
R019395,U00564,C0364,D00940,2025-05-14 17:46:52,Computador,Full HD,42.2,82.8,No,6.5
R019396,U00599,C0326,D00992,2025-03-19 23:49:48,Móvil,HD,36.8,87.7,No,18.6
R019397,U01087,C0017,D01805,2025-07-22 21:20:12,Móvil,Full HD,114.7,85.6,No,10.2
R019398,U01072,C0048,D01782,2025-10-29 18:07:20,Móvil,Full HD,19.9,47.4,No,7.6
R019399,U00517,C0055,D00856,2025-10-06 21:15:03,Computador,HD,27.8,69.4,No,0
R019400,U00795,C0308,D01305,2025-02-10 15:28:20,Móvil,HD,16.8,56.0,No,4.8
R019401,U00407,C0016,D00674,2025-03-09 19:12:55,Móvil,4K,23.1,39.8,No,40.2
R019402,U00083,C0238,D00135,2025-11-21 15:06:03,Móvil,4K,16.6,34.6,No,10.6
R019403,U00381,C0256,D00635,2025-09-23 19:04:08,Móvil,4K,85.2,63.6,No,3.3
R019404,U00971,C0162,D01608,2025-03-27 08:21:59,Tablet,Full HD,38.6,74.2,No,8.4
R019405,U00419,C0318,D00696,2025-04-24 21:37:39,Tablet,4K,35.6,61.3,No,6.8
R019406,U00598,C0050,D00989,2025-04-14 22:43:20,Tablet,SD,45.0,85.0,No,9.7
R019407,U01488,C0304,D02468,2025-07-23 21:23:23,Móvil,Full HD,26.1,76.7,No,10.0
R019408,U00204,C0209,D00337,2025-08-22 08:15:38,Móvil,HD,28.6,66.6,No,22.9
R019409,U00579,C0281,D00960,2025-04-28 19:20:20,Computador,HD,46.5,94.8,No,0
R019410,U00818,C0249,D01341,2025-08-20 22:09:54,Smart TV,4K,47.9,93.9,No,9.7
R019411,U01197,C0074,D01992,2025-05-20 19:19:28,Móvil,HD,82.0,63.1,No,6.2
R019412,U00982,C0277,D01628,2025-09-22 16:37:10,Consola,4K,124.2,82.8,No,1.9
R019413,U00143,C0122,D00238,2025-01-31 19:04:00,Tablet,HD,79.4,75.6,No,13.3
R019414,U01225,C0070,D02042,2025-02-25 22:12:43,Computador,HD,101.0,69.2,No,0
R019415,U01151,C0335,D01913,2025-12-24 14:25:03,Smart TV,Full HD,106.1,69.8,No,2.3
R019416,U00310,C0176,D00527,2025-05-25 11:00:30,Computador,Full HD,72.3,75.3,No,0
R019417,U00697,C0111,D01143,2025-01-17 17:07:45,Smart TV,Full HD,50.6,58.2,No,12.5
R019418,U00420,C0353,D00697,2025-11-02 07:54:36,Smart TV,4K,95.7,88.6,No,10.1
R019419,U00815,C0374,D01337,2025-11-25 20:16:19,Móvil,Full HD,17.3,57.6,No,12.3
R019420,U00092,C0409,D00151,2025-04-03 10:29:26,Consola,Full HD,60.4,67.1,No,11.1
R019421,U00805,C0403,D01323,2025-08-24 07:09:19,Smart TV,Full HD,101.8,72.7,No,0
R019422,U01382,C0311,D02301,2025-06-03 19:42:55,Móvil,SD,74.7,67.9,No,13.4
R019423,U00768,C0225,D01260,2025-03-14 18:37:23,Tablet,4K,48.9,37.9,No,5.5
R019424,U01317,C0054,D02188,2025-12-29 18:54:02,Móvil,Full HD,36.0,89.9,No,3.4
R019425,U01471,C0041,D02442,2025-02-21 11:49:49,Computador,HD,81.7,61.9,No,5.2
R019426,U00934,C0202,D01541,2025-12-25 17:36:07,Móvil,HD,36.2,69.7,No,6.7
R019427,U00761,C0134,D01246,2025-12-21 12:17:34,Computador,Full HD,93.0,100,No,2.7
R019428,U00146,C0263,D00241,2025-03-31 20:53:00,Móvil,Full HD,60.8,64.7,No,4.2
R019429,U00301,C0283,D00506,2025-03-31 17:35:21,Computador,HD,18.5,20.8,No,9.2
R019430,U01359,C0275,D02262,2025-07-01 18:39:27,Móvil,HD,109.5,81.1,No,6.4
R019431,U00203,C0068,D00336,2025-05-10 08:43:22,Tablet,HD,101.0,100,No,8.5
R019432,U00250,C0343,D00420,2025-07-30 13:04:30,Móvil,4K,22.9,60.2,No,11.0
R019433,U00625,C0013,D01036,2025-11-27 18:17:17,Computador,HD,41.8,87.1,No,0
R019434,U00264,C0373,D00444,2025-01-28 16:42:53,Smart TV,Full HD,85.8,62.6,No,10.1
R019435,U00551,C0055,D00918,2025-04-14 19:39:14,Móvil,4K,19.6,48.9,No,11.3
R019436,U00878,C0358,D01441,2025-03-27 22:04:01,Móvil,SD,86.6,58.5,No,12.3
R019437,U00556,C0396,D00928,2025-12-21 21:21:57,Smart TV,HD,47.1,57.5,No,5.1
R019438,U01407,C0152,D02338,2025-06-10 18:24:08,Móvil,HD,76.3,82.0,No,8.8
R019439,U00638,C0031,D01057,2025-12-08 22:00:25,Móvil,Full HD,53.9,45.3,No,12.1
R019440,U01262,C0201,D02098,2025-04-24 10:58:55,Consola,Full HD,75.8,86.1,No,0
R019441,U00837,C0342,D01370,2025-10-01 13:27:34,Móvil,Full HD,36.1,25.1,No,9.3
R019442,U00230,C0125,D00379,2025-08-15 23:56:18,Computador,HD,24.7,82.2,No,5.6
R019443,U00377,C0382,D00630,2025-01-07 17:42:49,Smart TV,4K,34.9,94.3,No,4.4
R019444,U01278,C0416,D02125,2025-11-13 11:25:35,Smart TV,Full HD,133.5,88.4,No,10.2
R019445,U00236,C0161,D00387,2025-09-13 16:42:37,Móvil,HD,20.1,25.4,No,21.0
R019446,U00956,C0184,D01579,2025-07-24 09:10:47,Computador,Full HD,90.1,82.7,No,1.7
R019447,U00121,C0381,D00199,2025-07-11 21:32:48,Smart TV,Full HD,58.2,93.8,No,3.6
R019448,U00411,C0251,D00681,2025-11-23 13:37:29,Móvil,Full HD,35.6,61.3,No,8.8
R019449,U00628,C0333,D01044,2025-04-10 20:25:06,Smart TV,HD,101.1,91.1,No,1.7
R019450,U01294,C0043,D02152,2025-12-31 22:14:22,Computador,4K,74.1,63.3,No,6.0
R019451,U00111,C0280,D00181,2025-09-07 17:10:24,Tablet,HD,64.7,72.7,No,19.2
R019452,U00316,C0137,D00537,2025-02-17 18:55:08,Móvil,HD,62.1,80.6,No,12.4
R019453,U01235,C0276,D02058,2025-11-18 10:12:32,Móvil,HD,15.6,36.3,No,14.2
R019454,U00639,C0073,D01058,2025-05-13 20:08:11,Consola,SD,86.3,58.7,No,8.5
R019455,U00738,C0122,D01209,2025-03-26 15:08:26,Móvil,HD,81.2,77.3,No,15.2
R019456,U01360,C0197,D02264,2025-01-19 22:18:16,Móvil,Full HD,16.2,45.1,No,8.4
R019457,U00135,C0064,D00227,2025-01-18 22:56:56,Tablet,Full HD,91.3,70.2,No,16.6
R019458,U01017,C0158,D01691,2025-12-02 22:29:12,Computador,HD,101.0,100,No,0.0
R019459,U01344,C0158,D02236,2025-01-11 21:36:13,Móvil,HD,56.3,55.7,No,12.8
R019460,U00198,C0006,D00328,2025-12-27 22:21:58,Tablet,HD,106.3,73.3,No,7.5
R019461,U01231,C0265,D02052,2025-06-21 21:13:17,Computador,HD,51.5,92.0,No,6.6
R019462,U00417,C0313,D00693,2025-04-06 23:07:55,Smart TV,Full HD,64.0,100.0,No,5.9
R019463,U00331,C0252,D00564,2025-12-18 23:23:31,Smart TV,Full HD,119.4,79.1,No,3.0
R019464,U00454,C0099,D00750,2025-02-15 14:44:32,Móvil,Full HD,74.3,71.4,No,6.3
R019465,U01288,C0398,D02139,2025-12-31 16:44:49,Smart TV,4K,104.7,84.4,No,7.9
R019466,U00637,C0105,D01056,2025-11-12 18:57:40,Smart TV,4K,32.8,88.6,No,2.8
R019467,U00401,C0372,D00663,2025-10-03 11:26:47,Móvil,Full HD,95.0,74.8,No,23.0
R019468,U00059,C0272,D00096,2025-04-01 17:12:48,Smart TV,4K,40.0,95.3,No,12.5
R019469,U01320,C0107,D02191,2025-06-27 11:34:58,Smart TV,Full HD,48.3,96.6,No,0
R019470,U01472,C0353,D02443,2025-06-11 18:54:09,Móvil,Full HD,57.1,52.9,No,7.3
R019471,U00171,C0307,D00287,2025-05-09 11:49:15,Smart TV,SD,96.2,74.0,No,4.2
R019472,U00683,C0412,D01123,2025-11-28 08:30:09,Smart TV,Full HD,30.0,100,No,6.2
R019473,U00775,C0415,D01274,2025-03-24 07:27:53,Smart TV,Full HD,61.9,46.2,No,7.4
R019474,U00700,C0157,D01148,2025-11-02 22:13:00,Tablet,HD,46.6,89.6,No,7.9
R019475,U00606,C0323,D01005,2025-09-24 20:03:51,Tablet,Full HD,42.9,79.4,No,2.6
R019476,U00908,C0154,D01495,2025-10-13 09:33:00,Consola,SD,30.7,85.4,No,4.5
R019477,U00624,C0052,D01035,2025-05-16 13:20:39,Smart TV,HD,99.5,82.9,No,14.5
R019478,U01367,C0221,D02279,2025-11-25 19:43:36,Móvil,HD,61.0,51.3,No,23.6
R019479,U00480,C0162,D00794,2025-01-23 20:01:02,Computador,HD,36.1,69.5,No,11.5
R019480,U00460,C0096,D00760,2025-06-06 20:17:40,Computador,4K,74.7,49.8,No,8.9
R019481,U00836,C0069,D01368,2025-07-18 21:14:08,Smart TV,HD,83.1,70.4,No,15.7
R019482,U00234,C0334,D00384,2025-09-05 08:17:29,Smart TV,HD,98.8,66.3,No,2.0
R019483,U01229,C0094,D02049,2025-08-02 18:22:18,Smart TV,Full HD,26.5,88.2,No,2.4
R019484,U01318,C0343,D02189,2025-05-25 19:36:59,Smart TV,SD,28.5,75.0,No,7.8
R019485,U01408,C0208,D02340,2025-10-10 07:22:19,Móvil,HD,70.8,70.1,No,8.2
R019486,U01083,C0274,D01799,2025-10-02 21:18:47,Smart TV,HD,94.3,73.1,No,1.3
R019487,U00642,C0260,D01063,2025-09-24 17:14:15,Smart TV,HD,37.8,83.9,No,4.0
R019488,U00497,C0350,D00827,2025-12-26 22:00:51,Computador,4K,80.4,68.7,No,9.4
R019489,U01245,C0413,D02074,2025-04-30 19:46:42,Smart TV,SD,44.1,68.9,No,2.1
R019490,U00077,C0033,D00124,2025-10-31 22:58:26,Móvil,HD,36.9,40.1,No,12.8
R019491,U00262,C0082,D00439,2025-06-19 18:32:21,Smart TV,HD,81.0,78.6,No,5.3
R019492,U00011,C0150,D00015,2025-06-11 18:09:09,Móvil,HD,17.5,51.5,No,9.1
R019493,U01228,C0240,D02046,2025-10-11 19:35:19,Móvil,4K,80.5,71.9,No,7.8
R019494,U00006,C0283,D00007,2025-05-27 10:00:07,Tablet,HD,30.8,34.6,No,6.4
R019495,U00627,C0187,D01040,2025-08-01 20:54:47,Computador,HD,31.0,100,No,6.6
R019496,U00477,C0169,D00789,2025-12-01 12:22:22,Smart TV,HD,26.5,75.8,No,5.8
R019497,U00332,C0084,D00566,2025-02-10 12:30:12,Computador,4K,60.9,60.9,No,5.0
R019498,U00300,C0298,D00504,2025-05-04 15:35:04,Smart TV,Full HD,82.3,84.0,No,4.2
R019499,U00516,C0337,D00854,2025-08-28 13:29:46,Computador,4K,62.2,73.2,No,8.3
R019500,U00561,C0213,D00934,2025-09-17 20:51:00,Computador,HD,70.3,79.0,No,3.4
R019501,U00217,C0219,D00361,2025-06-22 06:36:19,Móvil,HD,30.6,78.4,No,9.6
R019502,U00538,C0256,D00895,2025-10-26 21:06:04,Móvil,4K,43.8,32.7,No,11.3
R019503,U00022,C0144,D00035,2025-09-24 20:41:58,Computador,HD,76.2,77.0,No,0
R019504,U00847,C0145,D01388,2025-10-25 20:33:04,Tablet,Full HD,24.1,51.3,No,14.7
R019505,U00994,C0094,D01651,2025-02-23 22:09:59,Computador,Full HD,29.3,97.7,No,14.1
R019506,U00517,C0049,D00856,2025-12-11 23:29:06,Computador,4K,42.0,83.9,No,13.6
R019507,U01141,C0292,D01896,2025-08-09 20:05:08,Móvil,HD,19.5,51.4,No,5.3
R019508,U00756,C0110,D01237,2025-12-31 13:41:49,Smart TV,Full HD,96.1,87.4,No,8.5
R019509,U01100,C0005,D01827,2025-08-18 21:44:43,Smart TV,Full HD,41.5,56.8,No,0
R019510,U01224,C0334,D02041,2025-11-13 19:46:50,Móvil,HD,86.0,57.7,No,17.1
R019511,U00953,C0006,D01576,2025-07-17 12:25:56,Computador,HD,94.5,65.2,No,8.1
R019512,U00696,C0365,D01142,2025-04-25 12:26:17,Consola,Full HD,50.4,90.0,No,12.2
R019513,U00529,C0044,D00879,2025-12-13 08:38:11,Computador,Full HD,24.4,78.6,No,0
R019514,U00444,C0181,D00734,2025-06-28 22:17:00,Computador,4K,97.6,92.1,No,7.8
R019515,U00429,C0403,D00711,2025-09-28 22:27:05,Móvil,HD,73.5,52.5,No,12.9
R019516,U00532,C0339,D00884,2025-03-01 22:17:55,Tablet,Full HD,122.5,89.4,No,10.7
R019517,U00964,C0222,D01596,2025-09-01 16:34:49,Smart TV,Full HD,27.7,56.6,No,5.7
R019518,U00868,C0386,D01423,2025-10-06 16:55:53,Tablet,HD,49.5,45.0,No,8.8
R019519,U00564,C0095,D00940,2025-12-30 22:15:07,Computador,Full HD,15.7,39.3,No,0
R019520,U00564,C0195,D00940,2025-02-11 21:02:59,Computador,4K,48.0,100,No,0.6
R019521,U01052,C0254,D01751,2025-03-06 18:24:01,Tablet,SD,78.6,89.3,No,9.3
R019522,U01373,C0085,D02287,2025-06-25 21:18:36,Móvil,SD,72.4,56.1,No,15.2
R019523,U00125,C0039,D00206,2025-08-20 17:16:53,Smart TV,4K,125.2,83.5,No,8.1
R019524,U00935,C0123,D01542,2025-11-01 00:13:36,Computador,HD,32.3,56.6,No,4.5
R019525,U00436,C0414,D00722,2025-12-05 13:05:45,Móvil,Full HD,23.2,58.0,No,2.1
R019526,U01449,C0354,D02406,2025-12-29 09:51:26,Móvil,Full HD,108.3,91.8,No,7.7
R019527,U01184,C0351,D01971,2025-01-04 23:47:26,Móvil,Full HD,74.1,72.6,No,21.4
R019528,U01333,C0072,D02216,2025-06-26 20:06:38,Consola,HD,33.0,100,No,7.6
R019529,U00671,C0217,D01107,2025-12-10 22:46:25,Computador,HD,50.8,47.0,No,3.5
R019530,U00631,C0106,D01049,2025-03-19 16:59:18,Computador,HD,49.9,64.0,No,3.1
R019531,U00121,C0208,D00199,2025-05-21 11:21:41,Smart TV,Full HD,72.8,72.1,No,1.8
R019532,U00445,C0337,D00736,2025-05-22 14:07:20,Smart TV,HD,85.0,100,No,3.3
R019533,U01064,C0307,D01770,2025-02-28 22:50:14,Tablet,HD,92.2,70.9,No,13.5
R019534,U01497,C0409,D02484,2025-07-05 11:34:09,Consola,Full HD,79.0,87.8,No,8.9
R019535,U01379,C0308,D02295,2025-04-12 12:05:43,Móvil,HD,24.7,82.4,No,10.2
R019536,U00387,C0320,D00643,2025-07-31 21:48:06,Móvil,HD,23.8,66.0,No,22.8
R019537,U00857,C0015,D01404,2025-10-10 15:02:21,Smart TV,HD,49.4,47.5,No,13.8
R019538,U00322,C0289,D00546,2025-01-05 17:25:18,Móvil,4K,24.0,85.8,No,19.6
R019539,U00383,C0403,D00639,2025-10-14 07:34:21,Computador,Full HD,127.4,91.0,No,5.9
R019540,U00290,C0299,D00484,2025-04-09 15:01:43,Smart TV,HD,122.4,86.8,No,0.8
R019541,U01465,C0244,D02433,2025-12-23 15:34:42,Tablet,HD,11.3,23.0,No,31.6
