suscripcion_id,usuario_id,plan,fecha_inicio,fecha_fin,estado,precio_mensual_usd,renovacion_automatica,motivo_cancelacion
S01128,U01128,Básico,2025-10-13,2025-11-30,Cancelada,6.99,Sí,Precio
S01129,U01129,Básico,2024-02-20,2025-11-25,Cancelada,6.99,No,Precio
S01130,U01130,Básico,2023-07-12,2025-01-19,Cancelada,6.99,No,Precio
S01131,U01131,Básico,2025-05-21,,Activa,6.99,Sí,
S01132,U01132,Básico,2025-07-01,,Activa,6.99,Sí,
S01133,U01133,Premium,2024-05-16,,Activa,13.99,Sí,
S01134,U01134,Básico,2023-08-29,2025-03-31,Cancelada,6.99,No,Otro
S01135,U01135,Premium,2023-06-25,,Activa,13.99,Sí,
S01136,U01136,Estándar,2023-09-01,2025-02-11,Cancelada,9.99,Sí,Precio
S01137,U01137,Estándar,2025-01-18,2025-10-22,Cancelada,9.99,Sí,Precio
S01138,U01138,Estándar,2024-06-27,,Activa,9.99,Sí,
S01139,U01139,Estándar,2024-05-23,2025-02-11,Cancelada,9.99,No,Poco uso
S01140,U01140,Estándar,2024-07-13,,Activa,9.99,Sí,
S01141,U01141,Básico,2023-07-20,,Activa,6.99,Sí,
S01142,U01142,Premium,2024-10-11,,Activa,13.99,Sí,
S01143,U01143,Estándar,2024-05-25,,Activa,9.99,Sí,
S01144,U01144,Básico,2023-01-17,,Activa,6.99,Sí,
S01145,U01145,Básico,2023-12-27,,Activa,6.99,Sí,
S01146,U01146,Estándar,2023-10-18,,Activa,9.99,Sí,
S01147,U01147,Premium,2025-07-24,,Activa,13.99,Sí,
S01148,U01148,Estándar,2025-09-12,,Activa,9.99,Sí,
S01149,U01149,Estándar,2023-06-15,,Activa,9.99,Sí,
S01150,U01150,Básico,2023-08-22,,Activa,6.99,Sí,
S01151,U01151,Premium,2025-07-14,,Activa,13.99,Sí,
S01152,U01152,Estándar,2024-11-22,,Activa,9.99,Sí,
S01153,U01153,Premium,2023-11-01,,Activa,13.99,Sí,
S01154,U01154,Estándar,2023-07-15,,Activa,9.99,Sí,
S01155,U01155,Básico,2025-04-02,,Activa,6.99,Sí,
S01156,U01156,Básico,2023-05-04,,Activa,6.99,Sí,
S01157,U01157,Estándar,2024-08-01,2025-09-25,Cancelada,9.99,No,Precio
S01158,U01158,Estándar,2023-02-25,2025-07-08,Cancelada,9.99,No,Poco uso
S01159,U01159,Básico,2025-10-11,,Activa,6.99,Sí,
S01160,U01160,Básico,2025-02-26,,Activa,6.99,Sí,
S01161,U01161,Básico,2024-08-13,,Activa,6.99,Sí,
S01162,U01162,Premium,2025-11-25,,Activa,13.99,Sí,
S01163,U01163,Premium,2024-08-03,,Activa,13.99,Sí,
S01164,U01164,Básico,2023-06-15,2025-06-30,Cancelada,6.99,No,Problemas técnicos
S01165,U01165,Básico,2024-12-21,,Activa,6.99,Sí,
S01166,U01166,Básico,2023-08-09,,Activa,6.99,Sí,
S01167,U01167,Estándar,2023-01-19,,Activa,9.99,Sí,
S01168,U01168,Estándar,2024-09-19,,Activa,9.99,Sí,
S01169,U01169,Estándar,2025-05-30,,Activa,9.99,Sí,
S01170,U01170,Básico,2023-10-13,2025-12-04,Cancelada,6.99,No,Contenido insuficiente
S01171,U01171,Estándar,2023-08-04,,Activa,9.99,Sí,
S01172,U01172,Básico,2024-11-27,,Activa,6.99,Sí,
S01173,U01173,Premium,2024-10-11,,Activa,13.99,Sí,
S01174,U01174,Estándar,2024-10-25,,Activa,9.99,Sí,
S01175,U01175,Estándar,2023-12-15,,Activa,9.99,Sí,
S01176,U01176,Premium,2023-05-07,,Activa,13.99,Sí,
S01177,U01177,Estándar,2024-09-20,,Activa,9.99,Sí,
S01178,U01178,Estándar,2024-10-10,2025-09-08,Cancelada,9.99,No,Poco uso
S01179,U01179,Básico,2024-12-05,,Activa,6.99,Sí,
S01180,U01180,Estándar,2023-09-21,,Activa,9.99,Sí,
S01181,U01181,Básico,2025-08-26,2025-10-24,Cancelada,6.99,Sí,Poco uso
S01182,U01182,Premium,2024-03-08,,Activa,13.99,Sí,
S01183,U01183,Básico,2025-04-13,,Activa,6.99,Sí,
S01184,U01184,Premium,2024-11-18,,Activa,13.99,Sí,
S01185,U01185,Básico,2023-05-16,2025-10-21,Cancelada,6.99,No,Cambio a otra plataforma
S01186,U01186,Básico,2024-07-05,2025-10-12,Cancelada,6.99,No,Poco uso
S01187,U01187,Premium,2024-07-10,,Activa,13.99,Sí,
S01188,U01188,Básico,2025-06-05,,Activa,6.99,Sí,
S01189,U01189,Básico,2024-05-19,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S01190,U01190,Básico,2024-02-25,,Activa,6.99,Sí,
S01191,U01191,Estándar,2025-10-19,,Activa,9.99,Sí,
S01192,U01192,Premium,2023-01-16,,Activa,13.99,Sí,
S01193,U01193,Estándar,2023-12-01,,Activa,9.99,Sí,
S01194,U01194,Estándar,2025-11-01,,Activa,9.99,Sí,
S01195,U01195,Básico,2023-06-24,,Activa,6.99,Sí,
S01196,U01196,Básico,2023-01-24,,Activa,6.99,Sí,
S01197,U01197,Básico,2025-01-25,,Activa,6.99,Sí,
S01198,U01198,Premium,2025-07-05,,Activa,13.99,Sí,
S01199,U01199,Básico,2023-12-03,,Activa,6.99,Sí,
S01200,U01200,Básico,2023-01-25,,Activa,6.99,Sí,
S01201,U01201,Básico,2024-12-18,2025-11-04,Cancelada,6.99,No,Contenido insuficiente
S01202,U01202,Básico,2024-05-13,2025-08-06,Cancelada,6.99,No,Poco uso
S01203,U01203,Estándar,2023-09-27,,Activa,9.99,Sí,
S01204,U01204,Básico,2024-09-25,2025-12-20,Cancelada,6.99,No,Precio
S01205,U01205,Premium,2025-10-15,,Activa,13.99,Sí,
S01206,U01206,Estándar,2025-11-26,,Activa,9.99,Sí,
S01207,U01207,Básico,2024-01-01,,Activa,6.99,Sí,
S01208,U01208,Básico,2024-11-19,,Activa,6.99,Sí,
S01209,U01209,Premium,2025-08-27,,Activa,13.99,Sí,
S01210,U01210,Premium,2023-03-28,,Activa,13.99,Sí,
S01211,U01211,Estándar,2023-11-11,,Activa,9.99,Sí,
S01212,U01212,Premium,2024-04-24,,Activa,13.99,Sí,
S01213,U01213,Premium,2023-09-22,,Activa,13.99,Sí,
S01214,U01214,Básico,2024-09-13,2025-02-06,Cancelada,6.99,No,Cambio a otra plataforma
S01215,U01215,Básico,2023-09-23,2025-09-18,Cancelada,6.99,No,Poco uso
S01216,U01216,Estándar,2025-02-18,,Activa,9.99,Sí,
S01217,U01217,Premium,2023-07-06,,Activa,13.99,Sí,
S01218,U01218,Estándar,2023-05-08,2025-09-25,Cancelada,9.99,No,Poco uso
S01219,U01219,Estándar,2025-09-12,,Activa,9.99,Sí,
S01220,U01220,Estándar,2023-10-27,,Activa,9.99,Sí,
S01221,U01221,Estándar,2024-01-29,,Activa,9.99,Sí,
S01222,U01222,Estándar,2024-11-24,,Activa,9.99,Sí,
S01223,U01223,Estándar,2024-09-12,,Activa,9.99,Sí,
S01224,U01224,Básico,2023-03-09,,Activa,6.99,Sí,
S01225,U01225,Básico,2024-02-10,,Activa,6.99,Sí,
S01226,U01226,Básico,2024-02-26,2025-07-07,Cancelada,6.99,No,Cambio a otra plataforma
S01227,U01227,Estándar,2024-05-15,,Activa,9.99,Sí,
S01228,U01228,Premium,2023-07-07,,Activa,13.99,Sí,
S01229,U01229,Premium,2023-04-20,,Activa,13.99,Sí,
S01230,U01230,Estándar,2025-10-11,,Activa,9.99,Sí,
S01231,U01231,Estándar,2023-04-15,2025-06-25,Cancelada,9.99,No,Contenido insuficiente
S01232,U01232,Estándar,2024-02-06,,Activa,9.99,Sí,
S01233,U01233,Básico,2023-11-22,2025-12-20,Cancelada,6.99,No,Poco uso
S01234,U01234,Básico,2025-08-17,,Activa,6.99,Sí,
S01235,U01235,Básico,2025-11-14,,Activa,6.99,Sí,
S01236,U01236,Premium,2023-12-26,,Activa,13.99,Sí,
S01237,U01237,Estándar,2024-09-02,,Activa,9.99,Sí,
S01238,U01238,Estándar,2024-04-20,,Activa,9.99,Sí,
S01239,U01239,Estándar,2025-07-09,2025-11-06,Cancelada,9.99,No,Contenido insuficiente
S01240,U01240,Premium,2023-05-16,,Activa,13.99,Sí,
S01241,U01241,Premium,2023-01-10,,Activa,13.99,Sí,
S01242,U01242,Estándar,2023-07-06,2025-10-11,Cancelada,9.99,No,Poco uso
S01243,U01243,Estándar,2025-11-03,,Activa,9.99,Sí,
S01244,U01244,Básico,2024-11-20,,Activa,6.99,Sí,
S01245,U01245,Estándar,2024-07-07,,Activa,9.99,Sí,
S01246,U01246,Básico,2024-10-18,,Activa,6.99,Sí,
S01247,U01247,Básico,2023-04-02,2025-03-21,Cancelada,6.99,No,Cambio a otra plataforma
S01248,U01248,Estándar,2023-09-19,,Activa,9.99,Sí,
S01249,U01249,Estándar,2025-02-26,,Activa,9.99,Sí,
S01250,U01250,Estándar,2023-03-31,,Activa,9.99,Sí,
S01251,U01251,Básico,2024-01-28,2025-09-25,Cancelada,6.99,No,Precio
S01252,U01252,Estándar,2023-09-23,2025-04-30,Cancelada,9.99,No,Precio
S01253,U01253,Estándar,2023-03-12,2025-02-13,Cancelada,9.99,No,Otro
S01254,U01254,Estándar,2024-11-18,2025-11-20,Cancelada,9.99,No,Otro
S01255,U01255,Básico,2025-01-31,,Activa,6.99,Sí,
S01256,U01256,Premium,2023-05-22,,Activa,13.99,Sí,
S01257,U01257,Premium,2023-11-26,,Activa,13.99,Sí,
S01258,U01258,Básico,2024-04-17,,Activa,6.99,Sí,
S01259,U01259,Básico,2024-11-18,,Activa,6.99,Sí,
S01260,U01260,Estándar,2025-01-16,2025-05-26,Cancelada,9.99,No,Poco uso
S01261,U01261,Básico,2024-05-12,2025-08-28,Cancelada,6.99,Sí,Poco uso
S01262,U01262,Básico,2023-02-13,,Activa,6.99,Sí,
S01263,U01263,Estándar,2023-07-25,,Activa,9.99,Sí,
S01264,U01264,Estándar,2025-05-29,,Activa,9.99,Sí,
S01265,U01265,Estándar,2023-07-26,,Activa,9.99,Sí,
S01266,U01266,Premium,2025-05-13,,Activa,13.99,Sí,
S01267,U01267,Premium,2025-03-06,,Activa,13.99,Sí,
S01268,U01268,Estándar,2024-12-08,,Activa,9.99,Sí,
S01269,U01269,Básico,2025-09-06,,Activa,6.99,Sí,
S01270,U01270,Estándar,2024-08-14,,Activa,9.99,Sí,
S01271,U01271,Básico,2025-08-15,2025-11-19,Cancelada,6.99,No,Contenido insuficiente
S01272,U01272,Básico,2024-03-03,2025-06-02,Cancelada,6.99,No,Poco uso
S01273,U01273,Estándar,2025-05-27,,Activa,9.99,Sí,
S01274,U01274,Premium,2024-09-02,,Activa,13.99,Sí,
S01275,U01275,Básico,2024-06-22,,Activa,6.99,Sí,
S01276,U01276,Estándar,2025-03-26,2025-09-11,Cancelada,9.99,No,Contenido insuficiente
S01277,U01277,Estándar,2023-06-27,,Activa,9.99,Sí,
S01278,U01278,Estándar,2024-12-25,,Activa,9.99,Sí,
S01279,U01279,Básico,2024-02-25,2025-07-07,Cancelada,6.99,No,Precio
S01280,U01280,Estándar,2023-01-28,2025-12-07,Cancelada,9.99,No,Precio
S01281,U01281,Básico,2023-10-28,2025-07-08,Cancelada,6.99,No,Precio
S01282,U01282,Estándar,2025-08-03,,Activa,9.99,Sí,
S01283,U01283,Premium,2025-06-11,,Activa,13.99,Sí,
S01284,U01284,Estándar,2023-02-07,,Activa,9.99,Sí,
S01285,U01285,Estándar,2023-12-22,,Activa,9.99,Sí,
S01286,U01286,Básico,2024-08-31,,Activa,6.99,Sí,
S01287,U01287,Premium,2025-09-21,,Activa,13.99,Sí,
S01288,U01288,Estándar,2025-11-16,,Activa,9.99,Sí,
S01289,U01289,Estándar,2023-10-18,,Activa,9.99,Sí,
S01290,U01290,Estándar,2024-06-06,,Activa,9.99,Sí,
S01291,U01291,Estándar,2025-11-22,,Activa,9.99,Sí,
S01292,U01292,Estándar,2024-12-16,,Activa,9.99,Sí,
S01293,U01293,Estándar,2025-02-03,,Activa,9.99,Sí,
S01294,U01294,Premium,2025-01-20,,Activa,13.99,Sí,
S01295,U01295,Estándar,2024-11-12,,Activa,9.99,Sí,
S01296,U01296,Estándar,2023-09-03,,Activa,9.99,Sí,
S01297,U01297,Estándar,2025-11-02,,Activa,9.99,Sí,
S01298,U01298,Estándar,2024-08-27,2025-08-18,Cancelada,9.99,No,Precio
S01299,U01299,Básico,2023-07-01,2025-12-20,Cancelada,6.99,No,Poco uso
S01300,U01300,Estándar,2023-06-05,2025-10-03,Cancelada,9.99,Sí,Precio
S01301,U01301,Básico,2024-06-26,,Activa,6.99,Sí,
S01302,U01302,Básico,2025-04-17,,Activa,6.99,Sí,
S01303,U01303,Básico,2024-01-17,2025-03-02,Cancelada,6.99,No,Poco uso
S01304,U01304,Básico,2025-10-03,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S01305,U01305,Básico,2025-06-11,,Activa,6.99,Sí,
S01306,U01306,Básico,2024-10-06,,Activa,6.99,Sí,
S01307,U01307,Básico,2025-06-16,,Activa,6.99,Sí,
S01308,U01308,Estándar,2025-10-12,2025-12-04,Cancelada,9.99,No,Poco uso
S01309,U01309,Básico,2024-01-08,2025-06-07,Cancelada,6.99,No,Otro
S01310,U01310,Premium,2023-08-05,2025-08-05,Cancelada,13.99,No,Poco uso
S01311,U01311,Estándar,2024-07-17,,Activa,9.99,Sí,
S01312,U01312,Estándar,2024-02-09,,Activa,9.99,Sí,
S01313,U01313,Premium,2023-11-08,,Activa,13.99,Sí,
S01314,U01314,Básico,2024-04-05,2025-01-21,Cancelada,6.99,No,Contenido insuficiente
S01315,U01315,Básico,2023-12-14,2025-08-31,Cancelada,6.99,Sí,Cambio a otra plataforma
S01316,U01316,Estándar,2024-10-04,2025-04-26,Cancelada,9.99,Sí,Poco uso
S01317,U01317,Estándar,2025-10-19,,Activa,9.99,Sí,
S01318,U01318,Estándar,2025-04-28,,Activa,9.99,Sí,
S01319,U01319,Básico,2025-08-01,2025-12-20,Cancelada,6.99,No,Poco uso
S01320,U01320,Premium,2025-04-06,2025-07-20,Cancelada,13.99,No,Precio
S01321,U01321,Básico,2024-09-26,2025-06-11,Cancelada,6.99,No,Contenido insuficiente
S01322,U01322,Básico,2024-11-06,,Activa,6.99,Sí,
S01323,U01323,Estándar,2025-10-30,,Activa,9.99,Sí,
S01324,U01324,Estándar,2023-03-01,,Activa,9.99,Sí,
S01325,U01325,Estándar,2025-06-03,,Activa,9.99,Sí,
S01326,U01326,Estándar,2023-12-14,,Activa,9.99,Sí,
S01327,U01327,Estándar,2024-11-09,,Activa,9.99,Sí,
S01328,U01328,Premium,2025-08-16,,Activa,13.99,Sí,
S01329,U01329,Estándar,2023-12-17,,Activa,9.99,Sí,
S01330,U01330,Básico,2023-10-16,2025-11-05,Cancelada,6.99,No,Contenido insuficiente
S01331,U01331,Básico,2024-07-09,2025-12-20,Cancelada,6.99,No,Poco uso
S01332,U01332,Estándar,2024-08-25,,Activa,9.99,Sí,
S01333,U01333,Básico,2024-04-02,,Activa,6.99,Sí,
S01334,U01334,Estándar,2023-11-04,,Activa,9.99,Sí,
S01335,U01335,Estándar,2024-08-08,,Activa,9.99,Sí,
S01336,U01336,Básico,2024-08-15,,Activa,6.99,Sí,
S01337,U01337,Estándar,2025-01-30,,Activa,9.99,Sí,
S01338,U01338,Premium,2023-09-09,,Activa,13.99,Sí,
S01339,U01339,Estándar,2025-10-15,,Activa,9.99,Sí,
S01340,U01340,Premium,2024-02-11,,Activa,13.99,Sí,
S01341,U01341,Básico,2024-08-03,,Activa,6.99,Sí,
S01342,U01342,Estándar,2024-06-04,,Activa,9.99,Sí,
S01343,U01343,Estándar,2025-10-24,,Activa,9.99,Sí,
S01344,U01344,Estándar,2024-01-10,2025-05-27,Cancelada,9.99,Sí,Poco uso
S01345,U01345,Básico,2025-11-27,,Activa,6.99,Sí,
S01346,U01346,Básico,2024-11-19,2025-12-20,Cancelada,6.99,No,Poco uso
S01347,U01347,Básico,2023-10-25,2025-12-20,Cancelada,6.99,No,Precio
S01348,U01348,Básico,2024-06-21,,Activa,6.99,Sí,
S01349,U01349,Estándar,2024-05-28,,Activa,9.99,Sí,
S01350,U01350,Premium,2024-08-19,,Activa,13.99,Sí,
S01351,U01351,Estándar,2025-01-07,,Activa,9.99,Sí,
S01352,U01352,Básico,2025-04-11,,Activa,6.99,Sí,
S01353,U01353,Premium,2024-01-16,,Activa,13.99,Sí,
S01354,U01354,Premium,2023-02-14,,Activa,13.99,Sí,
S01355,U01355,Estándar,2025-10-12,,Activa,9.99,Sí,
S01356,U01356,Estándar,2024-01-26,,Activa,9.99,Sí,
S01357,U01357,Estándar,2024-08-10,,Activa,9.99,Sí,
S01358,U01358,Básico,2025-09-15,,Activa,6.99,Sí,
S01359,U01359,Estándar,2024-03-06,,Activa,9.99,Sí,
S01360,U01360,Estándar,2024-12-06,,Activa,9.99,Sí,
S01361,U01361,Estándar,2025-09-20,,Activa,9.99,Sí,
S01362,U01362,Premium,2023-01-17,,Activa,13.99,Sí,
S01363,U01363,Premium,2024-06-12,,Activa,13.99,Sí,
S01364,U01364,Estándar,2023-03-27,,Activa,9.99,Sí,
S01365,U01365,Estándar,2024-06-10,,Activa,9.99,Sí,
S01366,U01366,Premium,2023-11-12,,Activa,13.99,Sí,
S01367,U01367,Estándar,2024-07-24,,Activa,9.99,Sí,
S01368,U01368,Estándar,2024-10-31,,Activa,9.99,Sí,
S01369,U01369,Básico,2025-11-19,2025-12-20,Cancelada,6.99,No,Poco uso
S01370,U01370,Básico,2025-10-19,2025-12-05,Cancelada,6.99,No,Precio
S01371,U01371,Premium,2024-03-02,,Activa,13.99,Sí,
S01372,U01372,Básico,2024-08-21,2025-03-19,Cancelada,6.99,No,Otro
S01373,U01373,Básico,2023-11-05,2025-11-25,Cancelada,6.99,No,Precio
S01374,U01374,Estándar,2024-08-12,2025-07-30,Cancelada,9.99,Sí,Contenido insuficiente
S01375,U01375,Estándar,2024-09-23,,Activa,9.99,Sí,
S01376,U01376,Premium,2024-04-22,2025-02-20,Cancelada,13.99,No,Contenido insuficiente
S01377,U01377,Premium,2023-06-08,,Activa,13.99,Sí,
S01378,U01378,Básico,2024-01-21,,Activa,6.99,Sí,
S01379,U01379,Básico,2025-01-15,2025-10-19,Cancelada,6.99,No,Poco uso
S01380,U01380,Básico,2025-01-06,,Activa,6.99,Sí,
S01381,U01381,Premium,2024-08-18,,Activa,13.99,Sí,
S01382,U01382,Básico,2023-01-18,2025-12-20,Cancelada,6.99,No,Precio
S01383,U01383,Estándar,2023-01-15,,Activa,9.99,Sí,
S01384,U01384,Premium,2024-12-12,2025-11-26,Cancelada,13.99,No,Poco uso
S01385,U01385,Estándar,2024-03-04,,Activa,9.99,Sí,
S01386,U01386,Estándar,2023-08-09,,Activa,9.99,Sí,
S01387,U01387,Básico,2025-04-30,2025-11-29,Cancelada,6.99,No,Poco uso
S01388,U01388,Básico,2023-10-06,,Activa,6.99,Sí,
S01389,U01389,Estándar,2023-01-15,2025-06-06,Cancelada,9.99,No,Precio
S01390,U01390,Premium,2025-07-02,,Activa,13.99,Sí,
S01391,U01391,Estándar,2025-05-27,,Activa,9.99,Sí,
S01392,U01392,Estándar,2025-07-07,,Activa,9.99,Sí,
S01393,U01393,Básico,2023-08-29,,Activa,6.99,Sí,
S01394,U01394,Básico,2023-12-16,2025-10-10,Cancelada,6.99,No,Cambio a otra plataforma
S01395,U01395,Básico,2025-04-25,2025-10-01,Cancelada,6.99,No,Problemas técnicos
S01396,U01396,Básico,2024-01-23,,Activa,6.99,Sí,
S01397,U01397,Estándar,2025-01-28,,Activa,9.99,Sí,
S01398,U01398,Básico,2023-07-25,,Activa,6.99,Sí,
S01399,U01399,Básico,2024-08-05,2025-04-26,Cancelada,6.99,No,Poco uso
S01400,U01400,Premium,2023-07-30,,Activa,13.99,Sí,
S01401,U01401,Premium,2023-05-12,,Activa,13.99,Sí,
S01402,U01402,Premium,2023-06-15,,Activa,13.99,Sí,
S01403,U01403,Estándar,2023-01-27,,Activa,9.99,Sí,
S01404,U01404,Básico,2025-01-02,2025-08-26,Cancelada,6.99,Sí,Cambio a otra plataforma
S01405,U01405,Estándar,2025-01-02,,Activa,9.99,Sí,
S01406,U01406,Básico,2023-07-19,2025-12-20,Cancelada,6.99,No,Poco uso
S01407,U01407,Estándar,2025-06-06,2025-09-18,Cancelada,9.99,No,Poco uso
S01408,U01408,Básico,2025-07-27,2025-10-30,Cancelada,6.99,Sí,Precio
S01409,U01409,Básico,2024-04-03,,Activa,6.99,Sí,
S01410,U01410,Básico,2025-08-31,2025-11-27,Cancelada,6.99,No,Problemas técnicos
S01411,U01411,Estándar,2023-05-28,,Activa,9.99,Sí,
S01412,U01412,Estándar,2024-07-16,,Activa,9.99,Sí,
S01413,U01413,Premium,2025-01-07,,Activa,13.99,Sí,
S01414,U01414,Básico,2025-11-08,,Activa,6.99,Sí,
S01415,U01415,Estándar,2023-12-15,,Activa,9.99,Sí,
S01416,U01416,Premium,2024-07-20,,Activa,13.99,Sí,
S01417,U01417,Básico,2024-12-16,2025-06-03,Cancelada,6.99,No,Otro
S01418,U01418,Básico,2023-05-24,2025-11-04,Cancelada,6.99,No,Poco uso
S01419,U01419,Estándar,2024-11-23,,Activa,9.99,Sí,
S01420,U01420,Estándar,2025-04-06,,Activa,9.99,Sí,
S01421,U01421,Básico,2024-03-28,,Activa,6.99,Sí,
S01422,U01422,Básico,2023-04-03,,Activa,6.99,Sí,
S01423,U01423,Estándar,2025-03-18,,Activa,9.99,Sí,
S01424,U01424,Básico,2023-01-30,2025-09-05,Cancelada,6.99,Sí,Poco uso
S01425,U01425,Básico,2023-10-29,2025-08-13,Cancelada,6.99,No,Precio
S01426,U01426,Básico,2025-11-03,,Activa,6.99,Sí,
S01427,U01427,Estándar,2024-11-10,,Activa,9.99,Sí,
S01428,U01428,Estándar,2024-02-12,,Activa,9.99,Sí,
S01429,U01429,Premium,2023-06-27,,Activa,13.99,Sí,
S01430,U01430,Básico,2025-03-26,,Activa,6.99,Sí,
S01431,U01431,Estándar,2025-01-26,,Activa,9.99,Sí,
S01432,U01432,Estándar,2025-08-07,2025-12-08,Cancelada,9.99,No,Poco uso
S01433,U01433,Básico,2023-12-28,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S01434,U01434,Estándar,2024-03-24,2025-05-08,Cancelada,9.99,No,Poco uso
S01435,U01435,Estándar,2023-06-11,,Activa,9.99,Sí,
S01436,U01436,Premium,2024-08-16,,Activa,13.99,Sí,
S01437,U01437,Básico,2023-05-07,2025-08-28,Cancelada,6.99,No,Cambio a otra plataforma
S01438,U01438,Básico,2025-10-07,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S01439,U01439,Estándar,2025-05-11,2025-10-26,Cancelada,9.99,Sí,Problemas técnicos
S01440,U01440,Estándar,2025-03-27,,Activa,9.99,Sí,
S01441,U01441,Estándar,2025-04-14,2025-08-17,Cancelada,9.99,No,Precio
S01442,U01442,Estándar,2024-03-13,,Activa,9.99,Sí,
S01443,U01443,Premium,2023-04-25,,Activa,13.99,Sí,
S01444,U01444,Estándar,2023-12-26,,Activa,9.99,Sí,
S01445,U01445,Estándar,2025-11-17,,Activa,9.99,Sí,
S01446,U01446,Estándar,2024-05-05,,Activa,9.99,Sí,
S01447,U01447,Estándar,2025-01-22,,Activa,9.99,Sí,
S01448,U01448,Básico,2024-10-20,2025-12-20,Cancelada,6.99,No,Poco uso
S01449,U01449,Estándar,2025-01-16,,Activa,9.99,Sí,
S01450,U01450,Estándar,2023-07-29,,Activa,9.99,Sí,
S01451,U01451,Estándar,2023-07-20,,Activa,9.99,Sí,
S01452,U01452,Estándar,2024-10-18,2025-01-20,Cancelada,9.99,No,Precio
S01453,U01453,Básico,2025-01-23,,Activa,6.99,Sí,
S01454,U01454,Estándar,2024-02-09,,Activa,9.99,Sí,
S01455,U01455,Estándar,2024-03-04,2025-01-25,Cancelada,9.99,No,Problemas técnicos
S01456,U01456,Básico,2024-05-18,2025-02-15,Cancelada,6.99,No,Contenido insuficiente
S01457,U01457,Estándar,2024-05-12,,Activa,9.99,Sí,
S01458,U01458,Estándar,2025-10-03,,Activa,9.99,Sí,
S01459,U01459,Básico,2024-05-18,2025-11-28,Cancelada,6.99,No,Cambio a otra plataforma
S01460,U01460,Básico,2025-08-14,2025-11-07,Cancelada,6.99,Sí,Poco uso
S01461,U01461,Premium,2023-05-01,,Activa,13.99,Sí,
S01462,U01462,Premium,2023-12-20,,Activa,13.99,Sí,
S01463,U01463,Básico,2025-08-29,2025-11-28,Cancelada,6.99,No,Precio
S01464,U01464,Estándar,2023-03-11,,Activa,9.99,Sí,
S01465,U01465,Estándar,2025-10-04,,Activa,9.99,Sí,
S01466,U01466,Estándar,2025-09-12,,Activa,9.99,Sí,
S01467,U01467,Estándar,2025-01-29,,Activa,9.99,Sí,
S01468,U01468,Básico,2025-07-03,2025-12-20,Cancelada,6.99,No,Poco uso
S01469,U01469,Estándar,2023-02-23,,Activa,9.99,Sí,
S01470,U01470,Estándar,2024-01-03,2025-06-24,Cancelada,9.99,No,Contenido insuficiente
S01471,U01471,Estándar,2024-10-15,,Activa,9.99,Sí,
S01472,U01472,Estándar,2023-03-12,2025-10-12,Cancelada,9.99,Sí,Otro
S01473,U01473,Estándar,2023-07-16,,Activa,9.99,Sí,
S01474,U01474,Básico,2024-08-11,,Activa,6.99,Sí,
S01475,U01475,Premium,2023-06-17,,Activa,13.99,Sí,
S01476,U01476,Estándar,2024-03-06,,Activa,9.99,Sí,
S01477,U01477,Estándar,2024-03-01,2025-01-17,Cancelada,9.99,Sí,Cambio a otra plataforma
S01478,U01478,Estándar,2025-10-24,,Activa,9.99,Sí,
S01479,U01479,Estándar,2023-07-19,,Activa,9.99,Sí,
S01480,U01480,Básico,2024-01-20,,Activa,6.99,Sí,
S01481,U01481,Premium,2023-03-11,,Activa,13.99,Sí,
S01482,U01482,Básico,2025-06-03,,Activa,6.99,Sí,
S01483,U01483,Estándar,2024-07-27,,Activa,9.99,Sí,
S01484,U01484,Estándar,2025-08-05,,Activa,9.99,Sí,
S01485,U01485,Básico,2024-09-21,,Activa,6.99,Sí,
S01486,U01486,Básico,2023-11-30,,Activa,6.99,Sí,
S01487,U01487,Premium,2024-01-03,,Activa,13.99,Sí,
S01488,U01488,Estándar,2024-08-23,,Activa,9.99,Sí,
S01489,U01489,Premium,2024-05-18,,Activa,13.99,Sí,
S01490,U01490,Básico,2024-05-24,2025-07-12,Cancelada,6.99,No,Cambio a otra plataforma
S01491,U01491,Básico,2024-09-27,2025-03-07,Cancelada,6.99,No,Poco uso
S01492,U01492,Estándar,2024-02-20,,Activa,9.99,Sí,
S01493,U01493,Básico,2024-11-29,2025-03-21,Cancelada,6.99,No,Contenido insuficiente
S01494,U01494,Básico,2023-02-25,,Activa,6.99,Sí,
S01495,U01495,Estándar,2025-01-02,2025-06-12,Cancelada,9.99,No,Contenido insuficiente
S01496,U01496,Básico,2025-02-09,,Activa,6.99,Sí,
S01497,U01497,Básico,2025-06-07,,Activa,6.99,Sí,
S01498,U01498,Básico,2025-11-21,2025-12-20,Cancelada,6.99,No,Poco uso
S01499,U01499,Estándar,2025-02-24,,Activa,9.99,Sí,
S01500,U01500,Premium,2025-04-03,,Activa,13.99,Sí,
