calificacion_id,usuario_id,contenido_id,fecha_calificacion,puntuacion_1_5,recomendaria,categoria_comentario
K02350,U00328,C0117,2025-11-09 12:25:11,4,Sí,Experiencia general
K02351,U00328,C0379,2025-09-23 22:24:28,4,Sí,Contenido
K02352,U00132,C0180,2025-05-08 20:59:29,4,Sí,Experiencia general
K02353,U00132,C0270,2025-11-22 22:47:37,4,Sí,Experiencia general
K02354,U00869,C0166,2025-09-12 22:18:23,3,No,Historia
K02355,U00869,C0109,2025-09-16 19:20:54,4,Sí,Contenido
K02356,U00869,C0042,2025-12-26 14:44:00,5,Sí,Contenido
K02357,U00869,C0171,2025-09-10 21:29:00,5,Sí,Experiencia general
K02358,U00363,C0268,2025-05-17 10:27:18,5,Sí,Historia
K02359,U00363,C0294,2025-01-16 13:38:22,4,Sí,Actuación
K02360,U00363,C0179,2025-05-01 11:58:14,4,Sí,Historia
K02361,U00363,C0077,2025-05-11 21:19:29,3,No,Contenido
K02362,U00982,C0333,2025-10-14 21:02:21,4,Sí,Experiencia general
K02363,U00389,C0311,2025-08-10 18:42:34,4,Sí,Calidad técnica
K02364,U00389,C0032,2025-08-08 19:40:33,4,Sí,Contenido
K02365,U00389,C0357,2025-02-20 19:48:12,4,Sí,Historia
K02366,U00389,C0029,2025-08-19 17:42:11,4,Sí,Contenido
K02367,U00790,C0400,2025-08-29 14:34:21,5,Sí,Experiencia general
K02368,U00028,C0385,2025-03-23 13:11:46,4,Sí,Actuación
K02369,U00028,C0304,2025-06-20 16:05:43,4,Sí,Calidad técnica
K02370,U00252,C0364,2025-09-22 09:44:35,4,Sí,Actuación
K02371,U00252,C0284,2025-01-07 19:53:04,4,Sí,Historia
K02372,U00252,C0211,2025-02-26 18:28:16,4,Sí,Contenido
K02373,U01078,C0245,2025-05-27 11:04:25,5,Sí,Experiencia general
K02374,U01078,C0043,2025-05-14 19:53:38,5,Sí,Experiencia general
K02375,U01078,C0296,2025-01-14 17:23:58,4,Sí,Contenido
K02376,U01401,C0358,2025-03-12 22:20:08,3,No,Contenido
K02377,U01401,C0379,2025-09-18 12:24:11,4,Sí,Experiencia general
K02378,U01401,C0163,2025-06-05 14:54:51,4,Sí,Experiencia general
K02379,U01401,C0396,2025-07-21 14:06:53,5,Sí,Historia
K02380,U01401,C0397,2025-08-02 23:03:12,4,Sí,Experiencia general
K02381,U00282,C0327,2025-05-31 18:23:53,4,Sí,Historia
K02382,U00282,C0336,2025-07-31 23:04:41,4,Sí,Contenido
K02383,U01277,C0324,2025-02-19 18:45:53,4,Sí,Contenido
K02384,U01277,C0087,2025-08-02 19:04:05,4,Sí,Experiencia general
K02385,U00960,C0300,2025-11-06 21:39:42,4,Sí,Historia
K02386,U00914,C0218,2025-12-30 08:45:54,4,Sí,Historia
K02387,U00914,C0221,2025-03-01 21:08:51,3,No,Contenido
K02388,U00914,C0364,2025-09-19 19:43:13,4,Sí,Contenido
K02389,U00903,C0037,2025-06-03 15:40:56,4,Sí,Contenido
K02390,U00903,C0283,2025-01-18 19:43:42,4,Sí,Contenido
K02391,U00903,C0100,2025-10-09 06:46:46,4,Sí,Experiencia general
K02392,U00903,C0029,2025-02-07 22:32:55,4,Sí,Calidad técnica
K02393,U00178,C0180,2025-06-05 22:27:32,4,Sí,Historia
K02394,U00178,C0011,2025-01-31 18:56:35,3,No,Calidad técnica
K02395,U00178,C0418,2025-04-13 20:37:03,4,Sí,Experiencia general
K02396,U00740,C0054,2025-06-09 13:42:41,4,Sí,Experiencia general
K02397,U00740,C0221,2025-02-03 23:50:06,4,Sí,Contenido
K02398,U00417,C0065,2025-02-01 18:56:01,4,Sí,Actuación
K02399,U00417,C0194,2025-06-05 15:08:17,4,Sí,Historia
K02400,U00417,C0085,2025-06-19 21:20:42,3,No,Experiencia general
K02401,U01260,C0179,2025-02-01 06:39:39,4,Sí,Historia
K02402,U01260,C0207,2025-01-27 20:42:16,3,No,Calidad técnica
K02403,U01260,C0113,2025-03-26 20:18:34,4,Sí,Calidad técnica
K02404,U01260,C0180,2025-03-11 15:16:12,4,Sí,Actuación
K02405,U01028,C0401,2025-09-17 19:17:03,4,Sí,Contenido
K02406,U01028,C0352,2025-10-03 23:29:30,4,Sí,Historia
K02407,U01028,C0030,2025-04-17 06:24:13,4,Sí,Contenido
K02408,U01028,C0226,2025-09-07 08:50:07,4,Sí,Contenido
K02409,U01028,C0299,2025-06-08 09:53:31,4,Sí,Contenido
K02410,U00484,C0171,2025-07-28 21:56:33,3,No,Actuación
K02411,U00484,C0300,2025-07-17 19:04:44,4,Sí,Experiencia general
K02412,U01306,C0047,2025-12-31 23:59:59,4,Sí,Contenido
K02413,U01306,C0365,2025-12-01 21:06:18,4,Sí,Experiencia general
K02414,U01306,C0325,2025-08-20 21:07:40,4,Sí,Historia
K02415,U01306,C0116,2025-05-24 00:57:20,4,Sí,Calidad técnica
K02416,U01306,C0301,2025-08-05 23:21:21,5,Sí,Experiencia general
K02417,U00080,C0121,2025-08-26 21:13:06,3,No,Historia
K02418,U00580,C0352,2025-01-20 15:28:16,4,Sí,Experiencia general
K02419,U00580,C0361,2025-05-30 14:18:11,4,Sí,Contenido
K02420,U00580,C0106,2025-03-21 12:13:59,4,Sí,Experiencia general
K02421,U00580,C0164,2025-12-11 10:31:01,3,No,Historia
K02422,U00253,C0391,2025-09-25 19:16:32,5,Sí,Experiencia general
K02423,U00641,C0267,2025-12-09 18:14:08,4,Sí,Calidad técnica
K02424,U00398,C0350,2025-02-02 19:02:31,4,Sí,Historia
K02425,U00398,C0412,2025-05-15 17:24:02,5,Sí,Contenido
K02426,U00696,C0160,2025-04-01 03:25:24,4,Sí,Contenido
K02427,U00696,C0050,2025-12-31 23:59:59,3,No,Experiencia general
K02428,U00696,C0218,2025-05-17 12:46:36,4,Sí,Contenido
K02429,U00735,C0180,2025-09-22 20:09:21,4,Sí,Contenido
K02430,U00735,C0368,2025-10-28 21:21:33,4,Sí,Experiencia general
K02431,U00735,C0165,2025-10-27 19:42:54,4,Sí,Historia
K02432,U00735,C0167,2025-12-26 16:12:10,4,Sí,Calidad técnica
K02433,U00258,C0036,2025-02-02 19:57:58,3,No,Contenido
K02434,U00258,C0358,2025-10-03 23:38:19,4,Sí,Experiencia general
K02435,U01482,C0372,2025-08-23 14:38:44,5,Sí,Contenido
K02436,U01482,C0392,2025-09-09 03:52:08,4,Sí,Calidad técnica
K02437,U01482,C0405,2025-11-03 17:48:11,3,No,Historia
K02438,U01482,C0328,2025-10-28 21:37:06,4,Sí,Historia
K02439,U01482,C0139,2025-10-02 03:54:40,4,Sí,Contenido
K02440,U00323,C0360,2025-02-28 16:11:31,4,Sí,Contenido
K02441,U00323,C0173,2025-03-14 12:11:55,4,Sí,Historia
K02442,U00323,C0279,2025-11-12 19:56:33,4,Sí,Experiencia general
K02443,U00323,C0358,2025-02-27 19:11:15,4,Sí,Actuación
K02444,U00520,C0006,2025-09-03 19:35:27,5,Sí,Historia
K02445,U00520,C0327,2025-10-09 20:03:54,3,No,Contenido
K02446,U00520,C0362,2025-09-09 21:25:15,3,No,Contenido
K02447,U00520,C0181,2025-10-05 19:44:18,4,Sí,Contenido
K02448,U00254,C0193,2025-12-19 23:38:53,3,No,Calidad técnica
K02449,U00254,C0080,2025-11-30 23:20:09,4,Sí,Historia
K02450,U01029,C0395,2025-03-02 14:12:03,4,Sí,Contenido
K02451,U01029,C0096,2025-01-03 18:37:36,4,Sí,Contenido
K02452,U01029,C0267,2025-05-08 19:49:46,4,Sí,Historia
K02453,U01029,C0380,2025-03-21 13:49:13,5,Sí,Contenido
K02454,U01029,C0225,2025-04-12 10:58:25,4,Sí,Historia
K02455,U00038,C0397,2025-12-21 22:46:56,3,No,Contenido
K02456,U00862,C0026,2025-08-01 18:58:49,5,Sí,Contenido
K02457,U00169,C0179,2025-07-24 21:50:37,3,No,Experiencia general
K02458,U00169,C0372,2025-04-13 20:55:06,4,Sí,Calidad técnica
K02459,U01024,C0016,2025-02-13 06:26:10,4,Sí,Historia
K02460,U01024,C0126,2025-04-07 11:36:59,4,Sí,Actuación
K02461,U00966,C0355,2025-04-22 09:59:02,4,Sí,Experiencia general
K02462,U00966,C0003,2025-12-04 22:33:11,3,No,Experiencia general
K02463,U00966,C0407,2025-10-25 23:50:49,5,Sí,Contenido
K02464,U00966,C0181,2025-06-14 23:04:05,4,Sí,Historia
K02465,U00865,C0013,2025-01-06 21:53:14,4,Sí,Historia
K02466,U00865,C0170,2025-05-12 21:42:56,4,Sí,Historia
K02467,U00660,C0222,2025-10-08 14:28:34,4,Sí,Historia
K02468,U00660,C0335,2025-11-07 21:22:23,3,No,Actuación
K02469,U00660,C0106,2025-10-07 21:04:40,5,Sí,Historia
K02470,U01083,C0366,2025-10-31 18:38:16,4,Sí,Contenido
K02471,U01083,C0192,2025-10-13 15:06:29,4,Sí,Contenido
K02472,U01083,C0222,2025-10-10 21:58:37,5,Sí,Historia
K02473,U00062,C0131,2025-02-02 19:23:36,4,Sí,Contenido
K02474,U00959,C0088,2025-05-30 17:51:32,4,Sí,Experiencia general
K02475,U00959,C0019,2025-10-13 21:24:57,3,No,Contenido
K02476,U00268,C0226,2025-04-05 20:44:50,3,No,Contenido
K02477,U00268,C0068,2025-09-29 21:22:02,4,Sí,Actuación
K02478,U01090,C0241,2025-02-09 14:47:51,4,Sí,Historia
K02479,U01090,C0052,2025-01-31 14:39:42,3,No,Calidad técnica
K02480,U00344,C0230,2025-06-02 20:33:54,5,Sí,Actuación
K02481,U00344,C0155,2025-11-01 16:23:41,4,Sí,Actuación
K02482,U00344,C0191,2025-04-10 10:12:31,5,Sí,Historia
K02483,U00347,C0037,2025-01-12 20:11:38,4,Sí,Historia
K02484,U00347,C0109,2025-08-18 12:29:14,4,Sí,Contenido
K02485,U00347,C0300,2025-06-17 22:16:55,5,Sí,Contenido
K02486,U00347,C0024,2025-03-11 21:20:19,4,Sí,Experiencia general
K02487,U00347,C0145,2025-05-20 18:26:46,4,Sí,Contenido
K02488,U01271,C0187,2025-10-26 19:07:49,5,Sí,Historia
K02489,U01271,C0147,2025-10-03 20:34:09,4,Sí,Calidad técnica
K02490,U00562,C0258,2025-01-22 21:17:38,5,Sí,Experiencia general
K02491,U00657,C0405,2025-11-19 19:37:54,4,Sí,Contenido
K02492,U00436,C0331,2025-12-26 21:01:05,5,Sí,Historia
K02493,U01043,C0359,2025-05-10 17:12:29,4,Sí,Contenido
K02494,U01043,C0309,2025-01-31 08:26:48,3,No,Experiencia general
K02495,U01049,C0071,2025-06-19 18:43:48,4,Sí,Contenido
K02496,U01049,C0307,2025-12-28 07:33:24,4,Sí,Experiencia general
K02497,U01049,C0217,2025-10-28 17:31:44,3,No,Contenido
K02498,U01049,C0033,2025-04-21 21:11:14,4,Sí,Historia
K02499,U01049,C0373,2025-12-13 13:33:58,3,No,Contenido
K02500,U01245,C0198,2025-12-02 22:25:17,4,Sí,Historia
K02501,U01245,C0007,2025-11-21 22:58:57,4,Sí,Contenido
K02502,U01245,C0211,2025-01-23 23:32:05,5,Sí,Historia
K02503,U01135,C0269,2025-08-11 23:08:51,5,Sí,Historia
K02504,U01135,C0225,2025-04-30 21:02:37,3,No,Contenido
K02505,U01135,C0297,2025-12-26 12:18:51,4,Sí,Experiencia general
K02506,U01135,C0288,2025-11-06 18:53:25,4,Sí,Experiencia general
K02507,U01135,C0308,2025-06-14 19:28:43,3,No,Historia
K02508,U00705,C0152,2025-08-05 19:13:07,5,Sí,Historia
K02509,U00705,C0168,2025-11-26 23:33:12,4,Sí,Calidad técnica
K02510,U00705,C0267,2025-11-19 17:31:15,3,No,Contenido
K02511,U00199,C0418,2025-03-29 20:38:01,5,Sí,Experiencia general
K02512,U00199,C0154,2025-04-14 16:48:02,4,Sí,Contenido
K02513,U00199,C0145,2025-08-29 10:51:05,5,Sí,Contenido
K02514,U01390,C0420,2025-11-10 19:16:54,4,Sí,Experiencia general
K02515,U01390,C0229,2025-09-29 12:59:52,4,Sí,Experiencia general
K02516,U01390,C0367,2025-07-19 22:59:14,4,Sí,Historia
K02517,U01390,C0098,2025-12-14 15:31:35,4,Sí,Experiencia general
K02518,U00637,C0260,2025-11-28 12:58:01,4,Sí,Contenido
K02519,U00637,C0128,2025-07-24 21:51:32,3,No,Experiencia general
K02520,U00140,C0358,2025-10-12 01:34:49,4,Sí,Experiencia general
K02521,U00140,C0110,2025-10-04 21:49:32,4,Sí,Historia
K02522,U00140,C0267,2025-08-25 23:38:42,4,Sí,Experiencia general
K02523,U00667,C0194,2025-10-31 21:41:09,5,Sí,Historia
K02524,U00667,C0355,2025-09-10 22:17:03,4,Sí,Contenido
K02525,U00667,C0033,2025-06-28 22:47:24,4,Sí,Actuación
K02526,U00893,C0082,2025-12-05 23:19:53,5,Sí,Calidad técnica
K02527,U01065,C0013,2025-09-04 23:56:09,4,Sí,Experiencia general
K02528,U01065,C0029,2025-10-08 13:10:50,4,Sí,Experiencia general
K02529,U00738,C0385,2025-06-07 18:48:21,4,Sí,Actuación
K02530,U00738,C0109,2025-08-17 23:38:34,3,No,Contenido
K02531,U00738,C0039,2025-12-25 21:31:00,4,Sí,Actuación
K02532,U00470,C0293,2025-10-27 18:44:18,3,No,Historia
K02533,U00460,C0321,2025-05-20 20:22:29,5,Sí,Contenido
K02534,U00768,C0080,2025-04-25 12:22:36,4,Sí,Calidad técnica
K02535,U01361,C0263,2025-10-04 21:47:39,3,No,Historia
K02536,U01361,C0172,2025-10-04 14:42:31,4,Sí,Calidad técnica
K02537,U01361,C0281,2025-12-13 13:08:59,4,Sí,Contenido
K02538,U01361,C0352,2025-10-17 20:33:24,4,Sí,Contenido
K02539,U01455,C0107,2025-01-05 20:25:40,4,Sí,Calidad técnica
K02540,U01455,C0211,2025-01-10 22:48:42,4,Sí,Historia
K02541,U00469,C0177,2025-09-14 18:39:58,4,Sí,Contenido
K02542,U01219,C0178,2025-09-19 21:00:02,4,Sí,Historia
K02543,U01219,C0099,2025-11-27 17:29:19,4,Sí,Historia
K02544,U00951,C0024,2025-07-14 05:28:59,4,Sí,Historia
K02545,U00961,C0180,2025-09-28 12:51:15,3,No,Historia
K02546,U00961,C0114,2025-10-23 16:07:35,4,Sí,Contenido
K02547,U00961,C0387,2025-06-20 22:06:25,4,Sí,Contenido
K02548,U00095,C0013,2025-05-08 17:31:04,3,No,Historia
K02549,U00970,C0207,2025-10-25 21:36:54,4,Sí,Actuación
K02550,U00970,C0369,2025-06-19 22:56:52,4,Sí,Contenido
K02551,U00970,C0415,2025-11-06 11:25:21,3,No,Historia
K02552,U00970,C0223,2025-07-14 21:02:03,4,Sí,Experiencia general
K02553,U00970,C0410,2025-06-12 12:22:44,4,Sí,Historia
K02554,U01102,C0118,2025-05-08 15:40:44,4,Sí,Contenido
K02555,U00575,C0355,2025-04-27 17:13:47,4,Sí,Contenido
K02556,U00575,C0023,2025-01-11 21:57:21,4,Sí,Experiencia general
K02557,U00575,C0304,2025-10-10 09:44:58,4,Sí,Actuación
K02558,U00575,C0213,2025-12-20 14:45:48,4,Sí,Calidad técnica
K02559,U00967,C0271,2025-05-14 21:53:55,4,Sí,Contenido
K02560,U00967,C0346,2025-09-04 13:31:35,4,Sí,Contenido
K02561,U00967,C0009,2025-12-06 22:05:33,4,Sí,Historia
K02562,U00033,C0132,2025-08-04 19:42:56,5,Sí,Experiencia general
K02563,U00033,C0315,2025-02-14 08:06:57,4,Sí,Experiencia general
K02564,U00156,C0303,2025-08-16 19:16:48,4,Sí,Experiencia general
K02565,U00760,C0417,2025-12-18 13:28:57,3,No,Experiencia general
K02566,U00760,C0369,2025-11-19 23:12:09,5,Sí,Contenido
K02567,U00760,C0377,2025-11-07 12:10:41,4,Sí,Contenido
K02568,U00151,C0019,2025-11-14 21:51:26,4,Sí,Contenido
K02569,U00151,C0059,2025-11-19 22:33:29,3,No,Experiencia general
K02570,U00753,C0294,2025-11-07 23:16:53,5,Sí,Calidad técnica
K02571,U00753,C0278,2025-12-13 20:07:54,4,Sí,Contenido
K02572,U00319,C0033,2025-03-28 18:28:25,4,Sí,Historia
K02573,U00319,C0406,2025-04-16 20:41:40,4,Sí,Actuación
K02574,U01376,C0210,2025-02-05 16:10:32,5,Sí,Contenido
K02575,U01376,C0407,2025-01-30 20:16:11,4,Sí,Experiencia general
K02576,U01068,C0399,2025-08-26 21:15:42,4,Sí,Experiencia general
K02577,U01068,C0413,2025-03-07 15:52:43,4,Sí,Actuación
K02578,U01068,C0219,2025-05-12 10:31:12,4,Sí,Contenido
K02579,U01068,C0343,2025-03-10 19:49:13,4,Sí,Contenido
K02580,U01068,C0145,2025-06-26 15:15:02,4,Sí,Contenido
K02581,U01146,C0349,2025-06-30 10:14:30,4,Sí,Historia
K02582,U01471,C0041,2025-02-27 11:49:49,4,Sí,Contenido
K02583,U01471,C0305,2025-01-28 23:40:25,4,Sí,Historia
K02584,U00304,C0194,2025-12-01 13:39:14,4,Sí,Contenido
K02585,U00304,C0258,2025-11-02 10:56:01,4,Sí,Contenido
K02586,U00304,C0201,2025-11-26 18:23:02,4,Sí,Historia
K02587,U00304,C0148,2025-11-14 16:19:00,5,Sí,Historia
K02588,U00304,C0303,2025-11-25 23:55:55,4,Sí,Actuación
K02589,U00352,C0325,2025-01-08 18:17:02,4,Sí,Contenido
K02590,U00352,C0063,2025-07-03 17:50:27,5,Sí,Experiencia general
K02591,U00787,C0329,2025-04-15 20:01:31,5,Sí,Contenido
K02592,U00787,C0373,2025-04-12 20:47:37,4,Sí,Historia
K02593,U00787,C0183,2025-06-13 13:51:58,4,Sí,Contenido
K02594,U00787,C0368,2025-08-23 21:32:08,4,Sí,Historia
K02595,U00530,C0295,2025-10-04 13:28:12,4,Sí,Experiencia general
K02596,U00530,C0369,2025-05-28 16:35:45,4,Sí,Contenido
K02597,U00257,C0084,2025-11-26 23:08:46,5,Sí,Contenido
K02598,U00818,C0032,2025-04-08 22:18:55,3,No,Historia
K02599,U00818,C0235,2025-05-30 17:17:31,4,Sí,Historia
K02600,U00818,C0117,2025-07-21 18:44:25,4,Sí,Actuación
K02601,U00818,C0063,2025-04-19 13:21:15,5,Sí,Historia
K02602,U00415,C0144,2025-01-08 22:08:04,4,Sí,Actuación
K02603,U00353,C0001,2025-05-28 23:54:55,4,Sí,Contenido
K02604,U01227,C0126,2025-09-28 02:20:41,4,Sí,Calidad técnica
K02605,U01227,C0399,2025-02-03 01:05:50,4,Sí,Contenido
K02606,U00854,C0158,2025-06-27 12:39:37,4,Sí,Experiencia general
K02607,U00854,C0198,2025-07-21 19:17:42,3,No,Calidad técnica
K02608,U00854,C0108,2025-02-13 18:22:31,4,Sí,Experiencia general
K02609,U00854,C0354,2025-08-28 16:54:53,4,Sí,Historia
K02610,U00449,C0279,2025-10-14 13:40:48,5,Sí,Actuación
K02611,U00600,C0171,2025-11-01 19:24:49,4,Sí,Actuación
K02612,U00600,C0002,2025-09-15 10:15:00,5,Sí,Historia
K02613,U00600,C0276,2025-05-08 17:12:55,4,Sí,Actuación
K02614,U00600,C0411,2025-03-30 12:18:14,4,Sí,Experiencia general
K02615,U00013,C0414,2025-06-14 19:50:47,4,Sí,Contenido
K02616,U01462,C0256,2025-04-01 18:05:34,3,No,Experiencia general
K02617,U01159,C0120,2025-10-21 19:52:14,4,Sí,Calidad técnica
K02618,U01159,C0328,2025-12-16 11:52:16,4,Sí,Calidad técnica
K02619,U01159,C0201,2025-12-25 00:51:49,4,Sí,Contenido
K02620,U00972,C0262,2025-05-07 20:59:18,5,Sí,Historia
K02621,U00444,C0352,2025-12-10 15:34:20,4,Sí,Contenido
K02622,U00444,C0080,2025-07-08 23:58:35,5,Sí,Experiencia general
K02623,U00444,C0181,2025-07-02 22:17:00,4,Sí,Contenido
K02624,U00444,C0071,2025-10-10 22:40:01,4,Sí,Contenido
K02625,U01374,C0160,2025-06-25 16:42:15,3,No,Experiencia general
K02626,U01374,C0154,2025-02-03 14:44:33,4,Sí,Experiencia general
K02627,U01374,C0274,2025-06-17 22:22:40,3,No,Historia
K02628,U01167,C0073,2025-12-06 15:31:50,3,No,Contenido
K02629,U01167,C0414,2025-10-17 18:20:53,4,Sí,Actuación
K02630,U00693,C0328,2025-11-09 21:28:07,4,Sí,Actuación
K02631,U00693,C0138,2025-09-30 22:57:48,4,Sí,Historia
K02632,U01101,C0183,2025-05-08 10:26:30,4,Sí,Experiencia general
K02633,U00782,C0264,2025-05-05 21:47:27,4,Sí,Historia
K02634,U00084,C0063,2025-10-15 14:22:18,5,Sí,Contenido
K02635,U01214,C0325,2025-01-28 08:50:15,4,Sí,Contenido
K02636,U01214,C0114,2025-02-08 08:41:54,5,Sí,Contenido
K02637,U01214,C0222,2025-01-20 15:56:41,4,Sí,Experiencia general
K02638,U01214,C0393,2025-01-14 10:52:06,4,Sí,Actuación
K02639,U01005,C0282,2025-05-09 18:26:08,4,Sí,Actuación
K02640,U01121,C0372,2025-07-21 21:21:39,4,Sí,Actuación
K02641,U00351,C0181,2025-02-03 20:47:46,5,Sí,Contenido
K02642,U00351,C0036,2025-06-18 21:33:36,4,Sí,Calidad técnica
K02643,U00351,C0371,2025-08-27 19:10:18,3,No,Calidad técnica
K02644,U00351,C0049,2025-02-17 13:11:02,5,Sí,Actuación
K02645,U01009,C0326,2025-08-13 16:12:42,4,Sí,Experiencia general
K02646,U01009,C0083,2025-06-29 17:39:30,4,Sí,Experiencia general
K02647,U01009,C0303,2025-08-14 16:10:04,4,Sí,Contenido
K02648,U00824,C0098,2025-01-22 10:37:21,4,Sí,Experiencia general
K02649,U00824,C0240,2025-01-27 15:22:01,3,No,Contenido
K02650,U00569,C0159,2025-12-04 22:46:36,3,No,Historia
K02651,U00569,C0366,2025-08-20 16:16:18,4,Sí,Historia
K02652,U00569,C0293,2025-05-18 20:40:52,3,No,Contenido
K02653,U00927,C0021,2025-06-20 11:13:32,3,No,Contenido
K02654,U00927,C0364,2025-02-21 23:25:06,3,No,Contenido
K02655,U01249,C0286,2025-10-07 21:39:55,5,Sí,Experiencia general
K02656,U01249,C0014,2025-04-10 20:37:33,4,Sí,Historia
K02657,U01249,C0167,2025-12-27 18:32:17,3,No,Actuación
K02658,U01249,C0037,2025-12-31 23:59:59,4,Sí,Historia
K02659,U00958,C0231,2025-11-29 07:00:00,3,No,Historia
K02660,U00341,C0296,2025-01-27 23:25:10,3,No,Historia
K02661,U00341,C0373,2025-01-07 19:24:15,4,Sí,Actuación
K02662,U00341,C0366,2025-01-28 22:02:00,4,Sí,Calidad técnica
K02663,U00341,C0290,2025-02-11 13:24:31,4,Sí,Contenido
K02664,U00341,C0418,2025-01-24 15:26:07,4,Sí,Historia
K02665,U01112,C0218,2025-01-26 19:37:35,3,No,Historia
K02666,U01112,C0191,2025-06-03 18:06:46,4,Sí,Contenido
K02667,U01112,C0261,2025-03-12 22:05:23,4,Sí,Experiencia general
K02668,U01173,C0400,2025-09-16 11:37:27,5,Sí,Historia
K02669,U01412,C0107,2025-01-25 21:14:36,4,Sí,Actuación
K02670,U01412,C0197,2025-03-21 19:11:59,3,No,Historia
K02671,U01412,C0270,2025-04-11 21:08:57,4,Sí,Contenido
K02672,U00007,C0092,2025-02-15 16:36:58,4,Sí,Historia
K02673,U00007,C0354,2025-01-28 18:29:04,4,Sí,Experiencia general
K02674,U00129,C0003,2025-11-30 21:26:07,5,Sí,Historia
K02675,U01111,C0025,2025-08-04 21:21:18,4,Sí,Historia
K02676,U01111,C0217,2025-10-09 19:52:08,4,Sí,Contenido
K02677,U00581,C0158,2025-02-23 07:58:08,4,Sí,Experiencia general
K02678,U00432,C0117,2025-02-02 22:46:08,4,Sí,Experiencia general
K02679,U00432,C0269,2025-01-09 17:44:44,5,Sí,Calidad técnica
K02680,U00432,C0062,2025-03-16 20:04:58,4,Sí,Experiencia general
K02681,U00432,C0298,2025-02-09 15:56:04,4,Sí,Contenido
K02682,U00432,C0290,2025-02-24 18:13:11,4,Sí,Actuación
K02683,U00713,C0110,2025-02-22 20:50:10,4,Sí,Experiencia general
K02684,U00228,C0310,2025-12-22 00:48:17,4,Sí,Experiencia general
K02685,U00057,C0227,2025-03-25 08:21:52,4,Sí,Actuación
K02686,U00057,C0310,2025-04-21 09:58:17,4,Sí,Contenido
K02687,U00057,C0017,2025-12-31 23:59:59,3,No,Contenido
K02688,U01378,C0062,2025-10-27 08:39:58,4,Sí,Contenido
K02689,U01378,C0060,2025-03-30 13:33:10,4,Sí,Contenido
K02690,U01378,C0094,2025-03-11 18:49:24,3,No,Contenido
K02691,U00928,C0302,2025-07-03 21:59:48,3,No,Historia
K02692,U00928,C0239,2025-11-25 15:08:31,5,Sí,Calidad técnica
K02693,U01129,C0207,2025-08-19 22:34:46,4,Sí,Experiencia general
K02694,U01129,C0094,2025-08-22 19:22:14,4,Sí,Historia
K02695,U00431,C0153,2025-02-14 21:45:20,3,No,Actuación
K02696,U00274,C0356,2025-03-11 17:28:46,4,Sí,Actuación
K02697,U01423,C0366,2025-11-14 15:40:47,3,No,Contenido
K02698,U01187,C0209,2025-01-20 21:10:51,4,Sí,Contenido
K02699,U00046,C0296,2025-07-18 20:45:32,3,No,Contenido
K02700,U00046,C0073,2025-07-15 21:23:50,4,Sí,Historia
K02701,U00823,C0348,2025-01-11 22:57:22,4,Sí,Calidad técnica
K02702,U00922,C0036,2025-11-29 12:19:59,3,No,Experiencia general
K02703,U00701,C0181,2025-01-21 21:11:16,4,Sí,Experiencia general
K02704,U00701,C0328,2025-06-07 20:49:28,3,No,Experiencia general
K02705,U00701,C0083,2025-02-20 21:40:30,4,Sí,Experiencia general
K02706,U00701,C0218,2025-03-13 23:16:43,4,Sí,Historia
K02707,U00701,C0304,2025-12-07 23:22:52,4,Sí,Experiencia general
K02708,U00297,C0362,2025-11-10 20:10:28,4,Sí,Historia
K02709,U00297,C0043,2025-11-26 18:31:50,4,Sí,Contenido
K02710,U01479,C0344,2025-02-10 13:36:57,4,Sí,Experiencia general
K02711,U01114,C0120,2025-02-21 10:11:51,4,Sí,Contenido
K02712,U01114,C0343,2025-02-26 17:23:14,4,Sí,Historia
K02713,U01114,C0161,2025-02-06 19:13:25,4,Sí,Contenido
K02714,U01114,C0312,2025-01-28 13:10:14,4,Sí,Historia
K02715,U01114,C0181,2025-01-28 12:25:27,4,Sí,Historia
K02716,U01126,C0213,2025-01-14 12:24:09,4,Sí,Experiencia general
K02717,U01126,C0394,2025-01-13 21:24:23,4,Sí,Experiencia general
K02718,U01126,C0362,2025-01-23 14:13:51,4,Sí,Contenido
K02719,U00814,C0133,2025-01-13 06:51:21,4,Sí,Contenido
K02720,U00814,C0258,2025-09-19 22:58:22,4,Sí,Contenido
K02721,U00814,C0008,2025-08-13 13:03:39,4,Sí,Contenido
K02722,U00560,C0196,2025-05-18 17:25:16,4,Sí,Actuación
K02723,U01324,C0339,2025-08-01 21:23:09,5,Sí,Historia
K02724,U01324,C0163,2025-02-05 19:27:49,4,Sí,Contenido
K02725,U01324,C0281,2025-01-18 19:06:28,4,Sí,Contenido
K02726,U00168,C0145,2025-12-27 21:42:09,4,Sí,Contenido
K02727,U00245,C0298,2025-02-17 10:17:20,4,Sí,Experiencia general
K02728,U00245,C0135,2025-02-10 00:14:11,4,Sí,Experiencia general
K02729,U00245,C0141,2025-01-31 23:47:24,4,Sí,Experiencia general
K02730,U00245,C0371,2025-02-25 18:09:25,3,No,Contenido
K02731,U00245,C0184,2025-12-15 20:56:04,3,No,Experiencia general
K02732,U01330,C0135,2025-08-29 20:16:42,3,No,Experiencia general
K02733,U00421,C0019,2025-12-06 08:38:50,5,Sí,Calidad técnica
K02734,U00421,C0335,2025-01-23 19:38:11,4,Sí,Actuación
K02735,U00421,C0034,2025-08-16 21:09:26,4,Sí,Contenido
